amfi_code,date,nav
118632,2020-06-11,102.7478
118632,2020-06-12,101.5958
118632,2020-06-15,98.7419
118632,2020-06-16,97.9723
118632,2020-06-17,98.939
118632,2020-06-18,99.4802
118632,2020-06-19,99.2896
118632,2020-06-22,99.2973
118632,2020-06-23,98.643
118632,2020-06-24,98.8746
118632,2020-06-25,99.6615
118632,2020-06-26,98.081
118632,2020-06-29,98.4043
118632,2020-06-30,99.3514
118632,2020-07-01,98.9688
118632,2020-07-02,99.692
118632,2020-07-03,102.5279
118632,2020-07-06,102.4516
118632,2020-07-07,102.8853
118632,2020-07-08,102.1568
118632,2020-07-09,102.3727
118632,2020-07-10,102.8746
118632,2020-07-13,103.1059
118632,2020-07-14,102.0854
118632,2020-07-15,102.3267
118632,2020-07-16,103.8536
118632,2020-07-17,104.3507
118632,2020-07-20,105.3859
118632,2020-07-21,105.1677
118632,2020-07-22,105.9879
118632,2020-07-23,106.3157
118632,2020-07-24,105.3366
118632,2020-07-27,105.7037
118632,2020-07-28,104.6872
118632,2020-07-29,104.056
118632,2020-07-30,104.2843
118632,2020-07-31,104.6255
118632,2020-08-03,103.4127
118632,2020-08-04,104.5337
118632,2020-08-05,105.163
118632,2020-08-06,104.4534
118632,2020-08-07,102.8787
118632,2020-08-10,102.7605
118632,2020-08-11,102.333
118632,2020-08-12,102.4795
118632,2020-08-13,102.1381
118632,2020-08-14,100.1184
118632,2020-08-17,99.7596
118632,2020-08-18,99.4847
118632,2020-08-19,100.1449
118632,2020-08-20,99.4757
118632,2020-08-21,101.1755
118632,2020-08-24,99.2717
118632,2020-08-25,100.6031
118632,2020-08-26,100.4076
118632,2020-08-27,101.3008
118632,2020-08-28,101.4121
118632,2020-08-31,102.5981
118632,2020-09-01,102.2315
118632,2020-09-02,101.139
118632,2020-09-03,102.606
118632,2020-09-04,102.5204
118632,2020-09-07,102.7783
118632,2020-09-08,104.0782
118632,2020-09-09,103.0354
118632,2020-09-10,103.6798
118632,2020-09-11,103.0993
118632,2020-09-14,102.994
118632,2020-09-15,103.0993
118632,2020-09-16,101.5835
118632,2020-09-17,100.8229
118632,2020-09-18,102.2153
118632,2020-09-21,103.1518
118632,2020-09-22,103.1181
118632,2020-09-23,103.3997
118632,2020-09-24,103.1265
118632,2020-09-25,104.5565
118632,2020-09-28,104.3783
118632,2020-09-29,104.6517
118632,2020-09-30,105.8824
118632,2020-10-01,105.0911
118632,2020-10-02,106.7607
118632,2020-10-05,105.1588
118632,2020-10-06,106.9041
118632,2020-10-07,106.5377
118632,2020-10-08,106.3111
118632,2020-10-09,104.3337
118632,2020-10-12,103.8905
118632,2020-10-13,102.8414
118632,2020-10-14,102.2474
118632,2020-10-15,102.1377
118632,2020-10-16,103.1466
118632,2020-10-19,103.3917
118632,2020-10-20,103.7408
118632,2020-10-21,102.6354
118632,2020-10-22,101.7622
118632,2020-10-23,103.6232
118632,2020-10-26,102.8924
118632,2020-10-27,104.6274
118632,2020-10-28,104.4045
118632,2020-10-29,104.4382
118632,2020-10-30,105.5874
118632,2020-11-02,106.962
118632,2020-11-03,106.8756
118632,2020-11-04,106.4927
118632,2020-11-05,106.4651
118632,2020-11-06,106.8569
118632,2020-11-09,107.8413
118632,2020-11-10,107.8783
118632,2020-11-11,108.5783
118632,2020-11-12,110.3897
118632,2020-11-13,110.8438
118632,2020-11-16,111.2225
118632,2020-11-17,109.5665
118632,2020-11-18,106.717
118632,2020-11-19,107.1634
118632,2020-11-20,107.094
118632,2020-11-23,106.5748
118632,2020-11-24,106.8663
118632,2020-11-25,106.8338
118632,2020-11-26,108.0707
118632,2020-11-27,108.1962
118632,2020-11-30,107.4205
118632,2020-12-01,108.5164
118632,2020-12-02,108.3133
118632,2020-12-03,108.9161
118632,2020-12-04,108.4288
118632,2020-12-07,107.7567
118632,2020-12-08,107.8798
118632,2020-12-09,107.926
118632,2020-12-10,108.4762
118632,2020-12-11,108.2173
118632,2020-12-14,106.2625
118632,2020-12-15,105.8345
118632,2020-12-16,106.7064
118632,2020-12-17,106.4211
118632,2020-12-18,106.1908
118632,2020-12-21,107.2701
118632,2020-12-22,106.5386
118632,2020-12-23,104.9269
118632,2020-12-24,104.7898
118632,2020-12-25,104.3139
118632,2020-12-28,103.3372
118632,2020-12-29,103.187
118632,2020-12-30,103.7251
118632,2020-12-31,103.7466
118632,2021-01-01,104.0962
118632,2021-01-04,106.0151
118632,2021-01-05,105.6834
118632,2021-01-06,106.0093
118632,2021-01-07,105.5013
118632,2021-01-08,104.64
118632,2021-01-11,104.0594
118632,2021-01-12,103.5924
118632,2021-01-13,103.9959
118632,2021-01-14,106.47
118632,2021-01-15,105.7396
118632,2021-01-18,105.3308
118632,2021-01-19,105.2959
118632,2021-01-20,105.7442
118632,2021-01-21,106.0546
118632,2021-01-22,107.4483
118632,2021-01-25,104.8734
118632,2021-01-26,102.4016
118632,2021-01-27,101.9246
118632,2021-01-28,103.0735
118632,2021-01-29,101.4907
118632,2021-02-01,98.4687
118632,2021-02-02,99.0607
118632,2021-02-03,99.3317
118632,2021-02-04,98.2786
118632,2021-02-05,97.3395
118632,2021-02-08,96.4248
118632,2021-02-09,96.5603
118632,2021-02-10,95.9845
118632,2021-02-11,96.4875
118632,2021-02-12,93.7621
118632,2021-02-15,92.9868
118632,2021-02-16,91.9676
118632,2021-02-17,91.7595
118632,2021-02-18,91.2933
118632,2021-02-19,92.0491
118632,2021-02-22,90.3652
118632,2021-02-23,90.4334
118632,2021-02-24,90.9654
118632,2021-02-25,92.6816
118632,2021-02-26,92.2629
118632,2021-03-01,92.59
118632,2021-03-02,90.9476
118632,2021-03-03,88.7994
118632,2021-03-04,89.5762
118632,2021-03-05,89.5981
118632,2021-03-08,90.6809
118632,2021-03-09,89.4627
118632,2021-03-10,89.9547
118632,2021-03-11,91.6627
118632,2021-03-12,92.0749
118632,2021-03-15,92.3572
118632,2021-03-16,92.3928
118632,2021-03-17,90.9692
118632,2021-03-18,92.2296
118632,2021-03-19,91.6939
118632,2021-03-22,92.184
118632,2021-03-23,90.7708
118632,2021-03-24,89.7274
118632,2021-03-25,91.042
118632,2021-03-26,90.7531
118632,2021-03-29,92.0992
118632,2021-03-30,92.0548
118632,2021-03-31,90.3869
118632,2021-04-01,91.2203
118632,2021-04-02,90.7096
118632,2021-04-05,91.3705
118632,2021-04-06,91.421
118632,2021-04-07,90.0377
118632,2021-04-08,90.2126
118632,2021-04-09,92.221
118632,2021-04-12,92.7033
118632,2021-04-13,92.6777
118632,2021-04-14,93.7022
118632,2021-04-15,93.9277
118632,2021-04-16,94.1527
118632,2021-04-19,93.1531
118632,2021-04-20,93.3989
118632,2021-04-21,94.394
118632,2021-04-22,93.6331
118632,2021-04-23,94.995
118632,2021-04-26,94.9364
118632,2021-04-27,94.1221
118632,2021-04-28,95.0893
118632,2021-04-29,94.8451
118632,2021-04-30,95.5939
118632,2021-05-03,95.3437
118632,2021-05-04,95.3153
118632,2021-05-05,95.8143
118632,2021-05-06,96.1218
118632,2021-05-07,94.2325
118632,2021-05-10,93.2041
118632,2021-05-11,94.0984
118632,2021-05-12,94.0023
118632,2021-05-13,93.5381
118632,2021-05-14,92.2954
118632,2021-05-17,91.3266
118632,2021-05-18,89.5075
118632,2021-05-19,89.4437
118632,2021-05-20,88.9353
118632,2021-05-21,88.1023
118632,2021-05-24,88.0687
118632,2021-05-25,88.4157
118632,2021-05-26,90.2929
118632,2021-05-27,88.9549
118632,2021-05-28,90.0129
118632,2021-05-31,90.9158
118632,2021-06-01,90.2348
118632,2021-06-02,90.4453
118632,2021-06-03,90.0585
118632,2021-06-04,90.2527
118632,2021-06-07,91.6418
118632,2021-06-08,92.2243
118632,2021-06-09,92.721
118632,2021-06-10,92.3499
118632,2021-06-11,91.007
118632,2021-06-14,90.8446
118632,2021-06-15,91.968
118632,2021-06-16,90.5911
118632,2021-06-17,89.6625
118632,2021-06-18,89.8026
118632,2021-06-21,88.9453
118632,2021-06-22,88.267
118632,2021-06-23,87.9196
118632,2021-06-24,86.7454
118632,2021-06-25,85.9264
118632,2021-06-28,86.5566
118632,2021-06-29,85.4509
118632,2021-06-30,84.1112
118632,2021-07-01,83.6065
118632,2021-07-02,84.2435
118632,2021-07-05,84.1029
118632,2021-07-06,83.7374
118632,2021-07-07,83.7997
118632,2021-07-08,82.3619
118632,2021-07-09,82.7941
118632,2021-07-12,83.1364
118632,2021-07-13,82.821
118632,2021-07-14,83.679
118632,2021-07-15,82.7606
118632,2021-07-16,83.7189
118632,2021-07-19,83.8734
118632,2021-07-20,83.6163
118632,2021-07-21,83.6247
118632,2021-07-22,83.5601
118632,2021-07-23,84.6049
118632,2021-07-26,83.7193
118632,2021-07-27,83.1061
118632,2021-07-28,83.9922
118632,2021-07-29,83.5172
118632,2021-07-30,84.2944
118632,2021-08-02,85.7522
118632,2021-08-03,85.4334
118632,2021-08-04,86.0411
118632,2021-08-05,85.0743
118632,2021-08-06,85.7419
118632,2021-08-09,85.9386
118632,2021-08-10,86.3709
118632,2021-08-11,85.8392
118632,2021-08-12,84.4391
118632,2021-08-13,84.8894
118632,2021-08-16,83.1632
118632,2021-08-17,82.9243
118632,2021-08-18,83.7296
118632,2021-08-19,83.9154
118632,2021-08-20,85.5755
118632,2021-08-23,86.4785
118632,2021-08-24,85.9389
118632,2021-08-25,85.9882
118632,2021-08-26,85.9732
118632,2021-08-27,84.6388
118632,2021-08-30,83.8682
118632,2021-08-31,83.4231
118632,2021-09-01,81.7494
118632,2021-09-02,81.8128
118632,2021-09-03,81.6336
118632,2021-09-06,80.2924
118632,2021-09-07,80.641
118632,2021-09-08,81.2425
118632,2021-09-09,81.4513
118632,2021-09-10,81.2118
118632,2021-09-13,81.7165
118632,2021-09-14,82.2969
118632,2021-09-15,82.5745
118632,2021-09-16,81.9184
118632,2021-09-17,82.1696
118632,2021-09-20,83.1765
118632,2021-09-21,82.7052
118632,2021-09-22,84.4651
118632,2021-09-23,84.0465
118632,2021-09-24,84.099
118632,2021-09-27,83.5586
118632,2021-09-28,83.7703
118632,2021-09-29,82.3359
118632,2021-09-30,81.911
118632,2021-10-01,81.0411
118632,2021-10-04,81.175
118632,2021-10-05,82.0066
118632,2021-10-06,82.561
118632,2021-10-07,80.6277
118632,2021-10-08,82.2984
118632,2021-10-11,82.5661
118632,2021-10-12,81.9497
118632,2021-10-13,82.1031
118632,2021-10-14,82.2724
118632,2021-10-15,81.7484
118632,2021-10-18,81.9347
118632,2021-10-19,81.4616
118632,2021-10-20,81.1566
118632,2021-10-21,80.624
118632,2021-10-22,79.4931
118632,2021-10-25,79.6329
118632,2021-10-26,80.1229
118632,2021-10-27,80.5594
118632,2021-10-28,81.2441
118632,2021-10-29,81.532
118632,2021-11-01,81.1221
118632,2021-11-02,81.8276
118632,2021-11-03,80.7414
118632,2021-11-04,80.0384
118632,2021-11-05,79.2906
118632,2021-11-08,80.1708
118632,2021-11-09,80.9507
118632,2021-11-10,81.3695
118632,2021-11-11,82.2661
118632,2021-11-12,81.5674
118632,2021-11-15,81.8762
118632,2021-11-16,81.7983
118632,2021-11-17,82.5156
118632,2021-11-18,82.4453
118632,2021-11-19,82.1526
118632,2021-11-22,82.6217
118632,2021-11-23,83.3703
118632,2021-11-24,82.8382
118632,2021-11-25,82.8124
118632,2021-11-26,81.9607
118632,2021-11-29,79.9379
118632,2021-11-30,80.1221
118632,2021-12-01,80.634
118632,2021-12-02,80.8695
118632,2021-12-03,79.3172
118632,2021-12-06,79.0627
118632,2021-12-07,77.3325
118632,2021-12-08,78.415
118632,2021-12-09,77.5869
118632,2021-12-10,78.5842
118632,2021-12-13,79.351
118632,2021-12-14,78.6602
118632,2021-12-15,77.7928
118632,2021-12-16,78.0887
118632,2021-12-17,77.4528
118632,2021-12-20,77.5554
118632,2021-12-21,77.2042
118632,2021-12-22,75.8522
118632,2021-12-23,74.1831
118632,2021-12-24,74.3735
118632,2021-12-27,73.9782
118632,2021-12-28,73.5912
118632,2021-12-29,74.1254
118632,2021-12-30,75.0174
118632,2021-12-31,74.8355
118632,2022-01-03,74.6031
118632,2022-01-04,74.9986
118632,2022-01-05,74.0034
118632,2022-01-06,74.1907
118632,2022-01-07,74.6224
118632,2022-01-10,75.1524
118632,2022-01-11,73.7194
118632,2022-01-12,73.1803
118632,2022-01-13,72.5595
118632,2022-01-14,72.6538
118632,2022-01-17,73.0249
118632,2022-01-18,74.1397
118632,2022-01-19,73.795
118632,2022-01-20,73.45
118632,2022-01-21,74.3164
118632,2022-01-24,74.5591
118632,2022-01-25,75.5266
118632,2022-01-26,75.7674
118632,2022-01-27,74.9134
118632,2022-01-28,73.9372
118632,2022-01-31,72.8122
118632,2022-02-01,73.3161
118632,2022-02-02,74.2095
118632,2022-02-03,75.6042
118632,2022-02-04,76.2643
118632,2022-02-07,77.174
118632,2022-02-08,76.7495
118632,2022-02-09,75.885
118632,2022-02-10,76.5529
118632,2022-02-11,76.8956
118632,2022-02-14,77.0013
118632,2022-02-15,77.3227
118632,2022-02-16,77.5957
118632,2022-02-17,78.6152
118632,2022-02-18,79.6569
118632,2022-02-21,80.1143
118632,2022-02-22,80.8159
118632,2022-02-23,81.2556
118632,2022-02-24,80.9052
118632,2022-02-25,81.5416
118632,2022-02-28,80.429
118632,2022-03-01,81.3007
118632,2022-03-02,80.354
118632,2022-03-03,80.6077
118632,2022-03-04,79.9507
118632,2022-03-07,80.4171
118632,2022-03-08,80.4139
118632,2022-03-09,79.1556
118632,2022-03-10,79.5124
118632,2022-03-11,79.0767
118632,2022-03-14,79.7972
118632,2022-03-15,79.8222
118632,2022-03-16,80.1618
118632,2022-03-17,79.4183
118632,2022-03-18,78.9741
118632,2022-03-21,78.6355
118632,2022-03-22,79.3328
118632,2022-03-23,80.6873
118632,2022-03-24,80.0618
118632,2022-03-25,80.948
118632,2022-03-28,79.216
118632,2022-03-29,78.2938
118632,2022-03-30,77.5666
118632,2022-03-31,76.5408
118632,2022-04-01,75.3516
118632,2022-04-04,75.6854
118632,2022-04-05,75.5461
118632,2022-04-06,75.8554
118632,2022-04-07,76.4019
118632,2022-04-08,76.6278
118632,2022-04-11,77.1548
118632,2022-04-12,77.1243
118632,2022-04-13,76.232
118632,2022-04-14,77.0612
118632,2022-04-15,76.6304
118632,2022-04-18,75.9364
118632,2022-04-19,75.8241
118632,2022-04-20,75.1547
118632,2022-04-21,74.8635
118632,2022-04-22,75.1436
118632,2022-04-25,75.4279
118632,2022-04-26,74.7733
118632,2022-04-27,74.431
118632,2022-04-28,75.253
118632,2022-04-29,75.6491
118632,2022-05-02,77.2416
118632,2022-05-03,78.1763
118632,2022-05-04,79.0944
118632,2022-05-05,78.0204
118632,2022-05-06,78.6397
118632,2022-05-09,78.6216
118632,2022-05-10,78.212
118632,2022-05-11,78.3668
118632,2022-05-12,79.1311
118632,2022-05-13,79.5511
118632,2022-05-16,78.8761
118632,2022-05-17,79.4854
118632,2022-05-18,79.0025
118632,2022-05-19,79.1974
118632,2022-05-20,78.9809
118632,2022-05-23,78.8317
118632,2022-05-24,79.4594
118632,2022-05-25,78.6567
118632,2022-05-26,80.2103
118632,2022-05-27,78.7737
118632,2022-05-30,78.3265
118632,2022-05-31,78.64
118632,2022-06-01,79.1231
118632,2022-06-02,79.0673
118632,2022-06-03,79.0457
118632,2022-06-06,79.3939
118632,2022-06-07,79.2343
118632,2022-06-08,80.3619
118632,2022-06-09,81.0606
118632,2022-06-10,81.7924
118632,2022-06-13,81.0267
118632,2022-06-14,80.9867
118632,2022-06-15,80.7676
118632,2022-06-16,79.9797
118632,2022-06-17,80.2917
118632,2022-06-20,79.8841
118632,2022-06-21,80.4316
118632,2022-06-22,79.595
118632,2022-06-23,80.9871
118632,2022-06-24,80.2855
118632,2022-06-27,80.4857
118632,2022-06-28,81.1472
118632,2022-06-29,80.7084
118632,2022-06-30,81.4207
118632,2022-07-01,80.4443
118632,2022-07-04,81.6366
118632,2022-07-05,81.6726
118632,2022-07-06,81.21
118632,2022-07-07,80.9914
118632,2022-07-08,81.6709
118632,2022-07-11,81.218
118632,2022-07-12,80.6338
118632,2022-07-13,80.4793
118632,2022-07-14,79.5563
118632,2022-07-15,81.0285
118632,2022-07-18,80.5939
118632,2022-07-19,81.2883
118632,2022-07-20,81.4829
118632,2022-07-21,80.7052
118632,2022-07-22,80.7246
118632,2022-07-25,81.3817
118632,2022-07-26,81.2529
118632,2022-07-27,82.2467
118632,2022-07-28,83.1115
118632,2022-07-29,83.9002
118632,2022-08-01,83.5397
118632,2022-08-02,82.6627
118632,2022-08-03,82.1802
118632,2022-08-04,82.3662
118632,2022-08-05,82.8404
118632,2022-08-08,81.0663
118632,2022-08-09,81.0841
118632,2022-08-10,81.2366
118632,2022-08-11,81.0355
118632,2022-08-12,82.1062
118632,2022-08-15,82.4771
118632,2022-08-16,83.5825
118632,2022-08-17,83.4271
118632,2022-08-18,84.2342
118632,2022-08-19,85.6367
118632,2022-08-22,86.7857
118632,2022-08-23,85.8639
118632,2022-08-24,85.6719
118632,2022-08-25,85.4019
118632,2022-08-26,85.8453
118632,2022-08-29,86.4603
118632,2022-08-30,85.7609
118632,2022-08-31,85.8448
118632,2022-09-01,84.1366
118632,2022-09-02,85.375
118632,2022-09-05,84.9632
118632,2022-09-06,85.0361
118632,2022-09-07,84.7983
118632,2022-09-08,85.7956
118632,2022-09-09,83.3869
118632,2022-09-12,83.398
118632,2022-09-13,83.3348
118632,2022-09-14,82.9818
118632,2022-09-15,84.4391
118632,2022-09-16,83.7152
118632,2022-09-19,84.3864
118632,2022-09-20,84.7124
118632,2022-09-21,85.8064
118632,2022-09-22,85.2597
118632,2022-09-23,84.6603
118632,2022-09-26,85.6137
118632,2022-09-27,86.0035
118632,2022-09-28,84.7006
118632,2022-09-29,84.2692
118632,2022-09-30,84.6201
118632,2022-10-03,85.3544
118632,2022-10-04,84.8003
118632,2022-10-05,82.3544
118632,2022-10-06,82.81
118632,2022-10-07,81.8243
118632,2022-10-10,80.1982
118632,2022-10-11,77.9508
118632,2022-10-12,78.6086
118632,2022-10-13,78.7333
118632,2022-10-14,78.5793
118632,2022-10-17,79.6943
118632,2022-10-18,80.2262
118632,2022-10-19,81.5469
118632,2022-10-20,80.4357
118632,2022-10-21,80.432
118632,2022-10-24,79.1558
118632,2022-10-25,78.998
118632,2022-10-26,78.8252
118632,2022-10-27,79.3428
118632,2022-10-28,79.4028
118632,2022-10-31,79.9216
118632,2022-11-01,80.5078
118632,2022-11-02,82.2668
118632,2022-11-03,82.0321
118632,2022-11-04,81.2848
118632,2022-11-07,81.5092
118632,2022-11-08,80.8797
118632,2022-11-09,82.1026
118632,2022-11-10,81.8947
118632,2022-11-11,81.4561
118632,2022-11-14,81.0966
118632,2022-11-15,81.7035
118632,2022-11-16,81.5992
118632,2022-11-17,81.1001
118632,2022-11-18,82.475
118632,2022-11-21,81.7936
118632,2022-11-22,81.8472
118632,2022-11-23,82.4057
118632,2022-11-24,81.0861
118632,2022-11-25,81.4998
118632,2022-11-28,80.6644
118632,2022-11-29,81.3523
118632,2022-11-30,80.5935
118632,2022-12-01,81.176
118632,2022-12-02,82.0981
118632,2022-12-05,82.8299
118632,2022-12-06,83.0629
118632,2022-12-07,82.8957
118632,2022-12-08,82.4428
118632,2022-12-09,83.6803
118632,2022-12-12,83.12
118632,2022-12-13,82.283
118632,2022-12-14,82.8551
118632,2022-12-15,82.2203
118632,2022-12-16,81.4639
118632,2022-12-19,80.3123
118632,2022-12-20,79.9485
118632,2022-12-21,79.9064
118632,2022-12-22,80.1246
118632,2022-12-23,80.9109
118632,2022-12-26,81.3615
118632,2022-12-27,81.2306
118632,2022-12-28,81.094
118632,2022-12-29,81.532
118632,2022-12-30,82.594
118632,2023-01-02,82.7231
118632,2023-01-03,82.3598
118632,2023-01-04,81.5668
118632,2023-01-05,80.4125
118632,2023-01-06,80.9724
118632,2023-01-09,81.4647
118632,2023-01-10,81.9595
118632,2023-01-11,81.8786
118632,2023-01-12,83.0551
118632,2023-01-13,82.678
118632,2023-01-16,83.4926
118632,2023-01-17,83.4853
118632,2023-01-18,83.0024
118632,2023-01-19,83.5192
118632,2023-01-20,83.8863
118632,2023-01-23,84.211
118632,2023-01-24,84.3047
118632,2023-01-25,84.298
118632,2023-01-26,86.3366
118632,2023-01-27,87.385
118632,2023-01-30,88.0429
118632,2023-01-31,88.1677
118632,2023-02-01,89.0821
118632,2023-02-02,89.5703
118632,2023-02-03,89.6206
118632,2023-02-06,89.3755
118632,2023-02-07,89.33
118632,2023-02-08,86.5246
118632,2023-02-09,86.7328
118632,2023-02-10,86.3352
118632,2023-02-13,87.7361
118632,2023-02-14,87.7794
118632,2023-02-15,86.7621
118632,2023-02-16,86.7448
118632,2023-02-17,85.8634
118632,2023-02-20,86.2956
118632,2023-02-21,86.5726
118632,2023-02-22,87.4278
118632,2023-02-23,86.7626
118632,2023-02-24,86.8181
118632,2023-02-27,85.659
118632,2023-02-28,86.2856
118632,2023-03-01,86.7592
118632,2023-03-02,87.2154
118632,2023-03-03,87.243
118632,2023-03-06,87.631
118632,2023-03-07,89.0632
118632,2023-03-08,88.836
118632,2023-03-09,88.9858
118632,2023-03-10,88.046
118632,2023-03-13,87.308
118632,2023-03-14,87.4196
118632,2023-03-15,88.4109
118632,2023-03-16,88.2108
118632,2023-03-17,88.0292
118632,2023-03-20,87.6974
118632,2023-03-21,87.2547
118632,2023-03-22,87.5383
118632,2023-03-23,86.2539
118632,2023-03-24,87.3846
118632,2023-03-27,86.8293
118632,2023-03-28,87.4822
118632,2023-03-29,86.3974
118632,2023-03-30,87.0012
118632,2023-03-31,87.6119
118632,2023-04-03,87.9748
118632,2023-04-04,87.1264
118632,2023-04-05,87.3699
118632,2023-04-06,86.3625
118632,2023-04-07,86.1701
118632,2023-04-10,87.083
118632,2023-04-11,87.8029
118632,2023-04-12,87.8426
118632,2023-04-13,87.0127
118632,2023-04-14,87.6005
118632,2023-04-17,87.6438
118632,2023-04-18,85.6364
118632,2023-04-19,86.3323
118632,2023-04-20,86.3373
118632,2023-04-21,87.4014
118632,2023-04-24,86.4703
118632,2023-04-25,83.7494
118632,2023-04-26,84.0082
118632,2023-04-27,84.2784
118632,2023-04-28,82.8788
118632,2023-05-01,82.0927
118632,2023-05-02,84.3791
118632,2023-05-03,84.1466
118632,2023-05-04,84.7869
118632,2023-05-05,84.2607
118632,2023-05-08,82.5246
118632,2023-05-09,82.4089
118632,2023-05-10,82.2147
118632,2023-05-11,81.9106
118632,2023-05-12,81.8413
118632,2023-05-15,82.0821
118632,2023-05-16,81.9835
118632,2023-05-17,80.9719
118632,2023-05-18,81.3898
118632,2023-05-19,79.8276
118632,2023-05-22,78.2148
118632,2023-05-23,78.8165
118632,2023-05-24,79.2397
118632,2023-05-25,79.218
118632,2023-05-26,78.1363
118632,2023-05-29,77.6066
118632,2023-05-30,77.426
118632,2023-05-31,76.2136
118632,2023-06-01,75.6732
118632,2023-06-02,76.1896
118632,2023-06-05,77.2999
118632,2023-06-06,76.9988
118632,2023-06-07,77.6044
118632,2023-06-08,76.1423
118632,2023-06-09,76.6673
118632,2023-06-12,76.0739
118632,2023-06-13,76.3305
118632,2023-06-14,76.1643
118632,2023-06-15,77.1929
118632,2023-06-16,76.541
118632,2023-06-19,77.0444
118632,2023-06-20,76.8521
118632,2023-06-21,76.7535
118632,2023-06-22,76.6354
118632,2023-06-23,76.0103
118632,2023-06-26,76.0224
118632,2023-06-27,75.9976
118632,2023-06-28,76.2037
118632,2023-06-29,76.291
118632,2023-06-30,76.9227
118632,2023-07-03,77.6562
118632,2023-07-04,76.8636
118632,2023-07-05,77.5544
118632,2023-07-06,76.6576
118632,2023-07-07,77.1312
118632,2023-07-10,77.6324
118632,2023-07-11,76.1719
118632,2023-07-12,76.2656
118632,2023-07-13,75.9311
118632,2023-07-14,75.3778
118632,2023-07-17,76.4186
118632,2023-07-18,75.942
118632,2023-07-19,75.3524
118632,2023-07-20,75.4321
118632,2023-07-21,75.9719
118632,2023-07-24,75.887
118632,2023-07-25,76.7949
118632,2023-07-26,77.2257
118632,2023-07-27,75.5668
118632,2023-07-28,75.1893
118632,2023-07-31,74.7894
118632,2023-08-01,75.1704
118632,2023-08-02,73.2199
118632,2023-08-03,75.1082
118632,2023-08-04,75.5296
