amfi_code,scheme_name,fund_house,category,date,nav
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2022-04-07,125.3871
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2022-04-08,125.3331
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2022-04-11,123.2369
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2022-04-12,124.8156
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2022-04-13,126.2063
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2022-04-14,126.273
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2022-04-15,125.5011
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2022-04-18,123.2872
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2022-04-19,122.1565
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2022-04-20,123.2833
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2022-04-21,123.0064
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2022-04-22,122.4132
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2022-04-25,123.1866
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2022-04-26,124.9356
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2022-04-27,125.3586
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2022-04-28,125.8693
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2022-04-29,127.9792
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2022-05-02,128.2872
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2022-05-03,127.8495
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2022-05-04,128.9206
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2022-05-05,128.5622
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2022-05-06,128.0333
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2022-05-09,130.0287
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2022-05-10,129.6122
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2022-05-11,125.5213
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2022-05-12,126.0794
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2022-05-13,125.5189
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2022-05-16,125.121
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2022-05-17,125.8386
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2022-05-18,125.6256
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2022-05-19,125.9873
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2022-05-20,122.9677
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2022-05-23,121.613
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2022-05-24,123.6983
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2022-05-25,123.7079
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2022-05-26,121.2607
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2022-05-27,119.7364
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2022-05-30,118.3461
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2022-05-31,118.527
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2022-06-01,117.9472
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2022-06-02,117.0496
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2022-06-03,117.0903
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2022-06-06,117.7967
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2022-06-07,117.4659
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2022-06-08,116.691
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2022-06-09,116.1358
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2022-06-10,116.6442
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2022-06-13,116.6689
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2022-06-14,117.7781
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2022-06-15,116.1884
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2022-06-16,115.1423
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2022-06-17,116.2451
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2022-06-20,115.1614
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2022-06-21,117.1086
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2022-06-22,119.1185
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2022-06-23,121.1444
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2022-06-24,119.9006
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2022-06-27,120.0472
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2022-06-28,119.3724
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2022-06-29,120.7306
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2022-06-30,123.2393
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2022-07-01,124.5682
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2022-07-04,124.6192
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2022-07-05,124.1099
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2022-07-06,125.1139
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2022-07-07,123.3154
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2022-07-08,124.1461
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2022-07-11,122.8207
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2022-07-12,123.7721
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2022-07-13,123.5702
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2022-07-14,123.0315
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2022-07-15,121.7611
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2022-07-18,121.2764
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2022-07-19,122.1221
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2022-07-20,123.6885
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2022-07-21,124.507
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2022-07-22,126.5821
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2022-07-25,130.477
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2022-07-26,130.0081
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2022-07-27,129.7259
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2022-07-28,127.5231
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2022-07-29,129.3835
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2022-08-01,131.4398
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2022-08-02,130.1115
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2022-08-03,131.1148
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2022-08-04,133.0691
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2022-08-05,133.4703
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2022-08-08,134.8676
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2022-08-09,135.191
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2022-08-10,133.2575
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2022-08-11,134.9755
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2022-08-12,137.1623
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2022-08-15,138.4123
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2022-08-16,136.8685
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2022-08-17,135.6758
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2022-08-18,133.8761
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2022-08-19,135.1532
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2022-08-22,137.2509
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2022-08-23,137.9912
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2022-08-24,139.59
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2022-08-25,138.1785
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2022-08-26,138.4618
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2022-08-29,136.2273
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2022-08-30,135.0065
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2022-08-31,136.4705
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2022-09-01,136.1191
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2022-09-02,138.1353
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2022-09-05,139.0685
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2022-09-06,143.6735
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2022-09-07,143.8783
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2022-09-08,141.4932
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2022-09-09,141.477
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2022-09-12,139.8845
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2022-09-13,141.5668
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2022-09-14,141.6806
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2022-09-15,141.4897
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2022-09-16,141.3214
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2022-09-19,142.6193
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2022-09-20,141.8877
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2022-09-21,143.2534
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2022-09-22,145.0937
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2022-09-23,144.5415
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2022-09-26,142.9787
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2022-09-27,142.1414
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2022-09-28,143.3953
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2022-09-29,143.5975
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2022-09-30,144.7263
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2022-10-03,147.8314
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2022-10-04,148.2855
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2022-10-05,146.8905
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2022-10-06,148.7985
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2022-10-07,148.9348
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2022-10-10,150.5388
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2022-10-11,152.51
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2022-10-12,150.8006
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2022-10-13,153.3468
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2022-10-14,155.0583
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2022-10-17,153.9812
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2022-10-18,154.5899
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2022-10-19,155.1134
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2022-10-20,155.2045
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2022-10-21,156.875
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2022-10-24,159.6278
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2022-10-25,159.6897
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2022-10-26,162.288
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2022-10-27,164.2611
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2022-10-28,164.7683
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2022-10-31,165.1661
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2022-11-01,162.9313
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2022-11-02,160.0459
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2022-11-03,160.4108
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2022-11-04,158.8113
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2022-11-07,158.7835
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2022-11-08,157.8123
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2022-11-09,154.4727
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2022-11-10,155.1814
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2022-11-11,154.456
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2022-11-14,154.651
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2022-11-15,153.0399
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2022-11-16,152.471
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2022-11-17,155.3716
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2022-11-18,155.6579
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2022-11-21,156.7312
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2022-11-22,154.388
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2022-11-23,158.8604
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2022-11-24,162.4222
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2022-11-25,165.1283
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2022-11-28,166.8201
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2022-11-29,166.9004
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2022-11-30,167.8359
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2022-12-01,169.997
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2022-12-02,168.7657
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2022-12-05,167.9162
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2022-12-06,164.6033
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2022-12-07,163.1281
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2022-12-08,166.4291
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2022-12-09,165.8115
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2022-12-12,165.2288
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2022-12-13,165.9084
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2022-12-14,162.7484
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2022-12-15,164.6436
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2022-12-16,167.195
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2022-12-19,168.0022
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2022-12-20,171.3817
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2022-12-21,168.7044
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2022-12-22,172.4875
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2022-12-23,171.0268
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2022-12-26,168.4513
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2022-12-27,168.0219
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2022-12-28,171.8468
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2022-12-29,171.8582
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2022-12-30,169.9865
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2023-01-02,167.447
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2023-01-03,167.3363
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2023-01-04,163.4307
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2023-01-05,160.9789
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2023-01-06,164.0563
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2023-01-09,166.7598
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2023-01-10,166.6029
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2023-01-11,165.7719
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2023-01-12,165.9877
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2023-01-13,170.7642
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2023-01-16,171.6965
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2023-01-17,173.6739
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2023-01-18,173.3562
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2023-01-19,173.5869
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2023-01-20,175.0391
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2023-01-23,175.409
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2023-01-24,171.5204
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2023-01-25,174.259
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2023-01-26,173.0772
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2023-01-27,177.5661
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2023-01-30,179.1362
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2023-01-31,179.3963
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2023-02-01,180.4497
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2023-02-02,180.323
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2023-02-03,179.3786
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2023-02-06,179.9331
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2023-02-07,181.9519
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2023-02-08,181.0468
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2023-02-09,179.8036
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2023-02-10,179.1445
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2023-02-13,181.2985
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2023-02-14,184.5675
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2023-02-15,185.48
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2023-02-16,186.8851
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2023-02-17,185.5851
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2023-02-20,187.649
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2023-02-21,189.004
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2023-02-22,187.5068
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2023-02-23,183.5969
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2023-02-24,181.0179
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2023-02-27,179.6729
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2023-02-28,182.2859
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2023-03-01,185.7921
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2023-03-02,184.9236
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2023-03-03,184.1294
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2023-03-06,184.8179
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2023-03-07,184.9558
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2023-03-08,187.1329
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2023-03-09,186.0703
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2023-03-10,188.3012
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2023-03-13,187.8737
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2023-03-14,189.9117
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2023-03-15,189.4079
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2023-03-16,188.1281
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2023-03-17,192.5581
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2023-03-20,195.135
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2023-03-21,191.0558
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2023-03-22,190.1462
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2023-03-23,193.0096
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2023-03-24,190.3538
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2023-03-27,192.2284
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2023-03-28,193.8825
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2023-03-29,192.3722
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2023-03-30,192.4672
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2023-03-31,187.7556
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2023-04-03,191.8572
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2023-04-04,191.2607
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2023-04-05,193.2203
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2023-04-06,194.7595
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2023-04-07,198.0499
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2023-04-10,197.1389
125497,HDFC Top 100 Direct,HDFC AMC,Large Cap,2023-04-11,197.7394
