transaction_id,amfi_code,date,transaction_type,amount,kyc_status,state
111,118632,2020-01-05,Sip,90952.72,verified,Delhi
112,118632,2020-01-05,Redemption,22215.58,verified,Delhi
113,118632,2020-01-05,Lumpsum,52675.36,verified,Tamil Nadu
114,120841,2020-01-05,Lumpsum,84325.98,pending,West Bengal
115,125497,2020-01-05,Redemption,11559.21,verified,West Bengal
116,120503,2020-01-05,Lumpsum,79568.88,verified,Karnataka
117,120841,2020-01-05,Sip,18705.85,pending,Karnataka
118,120503,2020-01-05,Sip,80907.82,pending,Tamil Nadu
119,120841,2020-01-05,Redemption,61394.09,pending,Karnataka
120,120841,2020-01-05,Lumpsum,19726.98,pending,Maharashtra
121,125497,2020-01-06,Redemption,47598.74,pending,Tamil Nadu
122,120503,2020-01-06,Sip,68349.56,verified,Tamil Nadu
123,120841,2020-01-06,Lumpsum,63568.36,verified,Delhi
124,125497,2020-01-06,Sip,43011.1,verified,Delhi
125,119551,2020-01-06,Lumpsum,89986.97,pending,Maharashtra
126,119092,2020-01-06,Sip,52166.71,verified,Tamil Nadu
127,120841,2020-01-06,Redemption,50833.8,pending,Tamil Nadu
128,118632,2020-01-06,Redemption,6693.93,pending,Delhi
129,125497,2020-01-06,Lumpsum,92250.98,verified,West Bengal
130,125497,2020-01-06,Sip,18123.1,pending,West Bengal
131,120841,2020-01-06,Sip,53070.3,verified,Delhi
132,125497,2020-01-06,Lumpsum,80454.98,pending,Karnataka
133,119551,2020-01-06,Lumpsum,21937.6,verified,Tamil Nadu
134,125497,2020-01-06,Redemption,52973.64,pending,Maharashtra
135,119092,2020-01-06,Redemption,24448.15,pending,West Bengal
136,119092,2020-01-06,Redemption,76089.65,pending,Karnataka
137,118632,2020-01-06,Sip,56651.95,verified,Tamil Nadu
138,119551,2020-01-06,Redemption,85669.6,pending,Karnataka
139,119092,2020-01-06,Redemption,89508.52,verified,Tamil Nadu
140,120841,2020-01-06,Sip,65048.98,pending,Tamil Nadu
141,120503,2020-01-06,Lumpsum,72676.43,verified,Delhi
142,120503,2020-01-06,Sip,55147.4,pending,Delhi
143,120503,2020-01-06,Sip,38750.66,verified,Maharashtra
144,120841,2020-01-06,Sip,64987.73,pending,Maharashtra
145,125497,2020-01-07,Sip,90874.72,pending,Karnataka
146,120841,2020-01-07,Sip,41959.7,pending,Delhi
147,125497,2020-01-07,Sip,31783.8,verified,Tamil Nadu
148,120503,2020-01-07,Sip,39149.48,pending,Delhi
149,118632,2020-01-07,Sip,43822.06,pending,Tamil Nadu
150,118632,2020-01-07,Redemption,7819.32,pending,Delhi
151,125497,2020-01-07,Redemption,50094.96,verified,Tamil Nadu
152,120503,2020-01-07,Lumpsum,49684.27,pending,Karnataka
153,120841,2020-01-07,Redemption,59050.16,verified,Delhi
154,118632,2020-01-07,Sip,36600.59,verified,West Bengal
155,125497,2020-01-07,Sip,61504.21,pending,West Bengal
156,120841,2020-01-07,Sip,87882.52,pending,Tamil Nadu
157,120503,2020-01-07,Sip,95569.36,verified,Karnataka
158,119551,2020-01-07,Sip,58569.42,verified,Tamil Nadu
159,120503,2020-01-07,Redemption,4737.8,pending,Karnataka
160,120503,2020-01-07,Lumpsum,96938.98,verified,Maharashtra
161,120841,2020-01-07,Lumpsum,70733.28,verified,Delhi
162,120841,2020-01-07,Sip,33928.38,pending,Karnataka
163,119092,2020-01-07,Lumpsum,15142.19,pending,Tamil Nadu
164,119092,2020-01-07,Redemption,14770.15,verified,Maharashtra
165,120841,2020-01-07,Lumpsum,17190.57,verified,Tamil Nadu
166,120841,2020-01-07,Lumpsum,5034.47,pending,West Bengal
167,119551,2020-01-07,Sip,90264.34,verified,West Bengal
168,119551,2020-01-07,Lumpsum,54306.44,verified,Delhi
169,120503,2020-01-08,Redemption,70145.96,pending,Delhi
170,118632,2020-01-08,Sip,82896.8,verified,Maharashtra
171,119551,2020-01-08,Sip,79258.33,verified,West Bengal
172,120503,2020-01-08,Redemption,88319.26,verified,Karnataka
173,125497,2020-01-08,Sip,96741.83,verified,West Bengal
174,119092,2020-01-08,Lumpsum,44187.53,pending,Delhi
175,118632,2020-01-08,Redemption,95058.38,verified,Tamil Nadu
176,120503,2020-01-08,Lumpsum,72467.35,verified,Maharashtra
177,120841,2020-01-08,Lumpsum,7531.48,pending,West Bengal
178,125497,2020-01-08,Sip,68337.42,verified,Karnataka
179,119092,2020-01-08,Sip,68828.31,verified,Karnataka
180,125497,2020-01-08,Sip,90633.13,pending,Karnataka
181,120503,2020-01-08,Sip,37606.75,verified,Maharashtra
182,119551,2020-01-08,Sip,58698.69,verified,Karnataka
183,119092,2020-01-08,Sip,1712.66,verified,Karnataka
184,125497,2020-01-08,Lumpsum,33541.49,verified,West Bengal
185,119551,2020-01-08,Lumpsum,6693.25,verified,Maharashtra
186,118632,2020-01-08,Lumpsum,52426.36,verified,Tamil Nadu
187,120503,2020-01-08,Lumpsum,81836.04,verified,Tamil Nadu
188,120503,2020-01-08,Sip,21041.05,pending,Karnataka
189,119092,2020-01-08,Sip,52980.38,pending,Delhi
190,125497,2020-01-08,Lumpsum,20798.86,pending,Maharashtra
191,118632,2020-01-08,Sip,12508.5,verified,Delhi
192,120841,2020-01-08,Sip,51344.18,pending,Maharashtra
193,119092,2020-01-09,Sip,8375.29,pending,Maharashtra
194,120841,2020-01-09,Redemption,58941.79,pending,West Bengal
195,119092,2020-01-09,Lumpsum,3618.08,pending,Karnataka
196,125497,2020-01-09,Lumpsum,11118.14,verified,West Bengal
197,118632,2020-01-09,Sip,55224.75,verified,Delhi
198,125497,2020-01-09,Lumpsum,59345.04,verified,Delhi
199,120503,2020-01-09,Redemption,3384.2,pending,Tamil Nadu
200,120841,2020-01-09,Sip,57550.99,verified,West Bengal
201,119551,2020-01-09,Redemption,83931.0,pending,West Bengal
202,120503,2020-01-09,Lumpsum,72370.46,verified,West Bengal
203,120503,2020-01-09,Redemption,13552.92,verified,Tamil Nadu
204,120841,2020-01-09,Sip,59451.23,pending,West Bengal
205,119092,2020-01-09,Sip,67389.12,pending,West Bengal
206,120503,2020-01-09,Redemption,4204.5,verified,West Bengal
207,118632,2020-01-09,Redemption,85607.09,verified,West Bengal
208,120503,2020-01-09,Redemption,90673.61,verified,Delhi
209,118632,2020-01-09,Sip,85120.0,pending,Karnataka
210,125497,2020-01-09,Sip,82550.83,pending,Delhi
211,119092,2020-01-09,Redemption,74624.04,pending,West Bengal
212,118632,2020-01-09,Lumpsum,63526.49,pending,Maharashtra
213,120503,2020-01-09,Lumpsum,68023.39,verified,Maharashtra
214,119092,2020-01-09,Redemption,80736.33,pending,Tamil Nadu
215,119092,2020-01-09,Sip,66418.6,pending,Delhi
216,118632,2020-01-09,Sip,33108.83,pending,Tamil Nadu
217,118632,2020-01-10,Lumpsum,37908.13,verified,Tamil Nadu
218,119551,2020-01-10,Redemption,89757.22,verified,Maharashtra
219,119551,2020-01-10,Redemption,2203.65,pending,Delhi
220,119092,2020-01-10,Lumpsum,70032.65,pending,Karnataka
221,120841,2020-01-10,Redemption,95500.37,verified,Delhi
222,120841,2020-01-10,Sip,70769.7,verified,Tamil Nadu
223,119551,2020-01-10,Lumpsum,99394.24,pending,West Bengal
224,120503,2020-01-10,Lumpsum,68910.72,verified,Tamil Nadu
225,125497,2020-01-10,Lumpsum,3919.12,pending,Delhi
226,119092,2020-01-10,Lumpsum,82787.48,verified,Maharashtra
227,125497,2020-01-10,Sip,28820.68,pending,Delhi
228,119551,2020-01-10,Redemption,44882.69,pending,Karnataka
229,118632,2020-01-10,Sip,31553.15,pending,West Bengal
230,119092,2020-01-10,Redemption,27221.13,pending,West Bengal
231,119551,2020-01-10,Lumpsum,43424.87,verified,Tamil Nadu
232,120503,2020-01-10,Sip,38185.77,verified,Delhi
233,119092,2020-01-10,Sip,63517.19,pending,Maharashtra
234,119092,2020-01-10,Redemption,81408.54,verified,Karnataka
235,120841,2020-01-10,Sip,30060.32,pending,Tamil Nadu
236,118632,2020-01-10,Sip,21765.25,verified,Delhi
237,119092,2020-01-10,Redemption,66856.08,pending,Maharashtra
238,118632,2020-01-10,Sip,67196.85,verified,Delhi
239,119551,2020-01-10,Redemption,90162.56,verified,Maharashtra
240,120503,2020-01-10,Redemption,2086.6,verified,Delhi
241,120503,2020-01-11,Redemption,85377.55,verified,Delhi
242,119092,2020-01-11,Redemption,52339.72,pending,Tamil Nadu
243,119092,2020-01-11,Redemption,62319.56,pending,Delhi
244,119551,2020-01-11,Sip,9591.46,verified,Delhi
245,120841,2020-01-11,Redemption,43545.19,verified,Tamil Nadu
246,120841,2020-01-11,Lumpsum,23116.59,verified,Tamil Nadu
247,120841,2020-01-11,Sip,25795.39,verified,West Bengal
248,118632,2020-01-11,Redemption,50657.46,pending,West Bengal
249,120841,2020-01-11,Redemption,81339.37,verified,Tamil Nadu
250,120503,2020-01-11,Redemption,74506.2,verified,Karnataka
251,118632,2020-01-11,Sip,59304.5,verified,Maharashtra
252,119551,2020-01-11,Redemption,54172.11,verified,Tamil Nadu
253,120503,2020-01-11,Lumpsum,43016.95,verified,West Bengal
254,120503,2020-01-11,Sip,97284.64,verified,Delhi
255,125497,2020-01-11,Sip,56239.16,verified,Tamil Nadu
256,119551,2020-01-11,Redemption,25769.66,verified,Tamil Nadu
257,119551,2020-01-11,Lumpsum,23394.03,pending,West Bengal
258,125497,2020-01-11,Sip,61329.63,verified,West Bengal
259,118632,2020-01-11,Redemption,52521.34,verified,Karnataka
260,120841,2020-01-11,Redemption,1265.93,verified,West Bengal
261,120841,2020-01-11,Redemption,83091.5,verified,West Bengal
262,120841,2020-01-11,Sip,70560.17,pending,West Bengal
263,120841,2020-01-11,Redemption,66352.01,verified,Delhi
264,120841,2020-01-11,Sip,7343.68,pending,Tamil Nadu
265,125497,2020-01-12,Sip,36524.56,pending,Tamil Nadu
266,119551,2020-01-12,Redemption,93570.53,pending,West Bengal
267,118632,2020-01-12,Lumpsum,86327.63,pending,Karnataka
268,120503,2020-01-12,Lumpsum,28911.52,verified,West Bengal
269,120841,2020-01-12,Lumpsum,16127.36,pending,Karnataka
270,125497,2020-01-12,Lumpsum,45184.25,pending,Tamil Nadu
271,118632,2020-01-12,Redemption,35905.12,verified,Karnataka
272,118632,2020-01-12,Sip,68381.52,pending,Karnataka
273,118632,2020-01-12,Redemption,96660.26,pending,Maharashtra
274,125497,2020-01-12,Lumpsum,36618.64,pending,Karnataka
275,120503,2020-01-12,Lumpsum,6691.31,pending,Karnataka
276,120841,2020-01-12,Sip,89812.59,verified,Delhi
277,118632,2020-01-12,Lumpsum,4276.0,pending,Tamil Nadu
278,125497,2020-01-12,Lumpsum,95300.21,verified,West Bengal
279,119551,2020-01-12,Redemption,66625.65,verified,Maharashtra
280,125497,2020-01-12,Redemption,94198.08,verified,Karnataka
281,125497,2020-01-12,Lumpsum,20366.14,pending,Delhi
282,125497,2020-01-12,Redemption,4549.63,pending,Delhi
283,118632,2020-01-12,Redemption,49076.89,verified,West Bengal
284,125497,2020-01-12,Sip,45337.03,verified,West Bengal
285,119551,2020-01-12,Sip,33483.48,verified,Tamil Nadu
286,118632,2020-01-12,Sip,95786.82,verified,Karnataka
287,119551,2020-01-12,Lumpsum,82347.08,verified,Delhi
288,119092,2020-01-12,Lumpsum,66327.41,verified,Maharashtra
289,125497,2020-01-13,Sip,16704.4,pending,Tamil Nadu
290,120841,2020-01-13,Sip,73565.18,pending,Karnataka
291,120841,2020-01-13,Lumpsum,72837.74,pending,West Bengal
292,118632,2020-01-13,Redemption,42794.28,verified,Karnataka
293,120841,2020-01-13,Lumpsum,92516.2,pending,West Bengal
294,118632,2020-01-13,Redemption,17114.3,verified,Karnataka
295,125497,2020-01-13,Lumpsum,27100.09,verified,Maharashtra
296,120503,2020-01-13,Sip,6790.82,pending,Tamil Nadu
297,120503,2020-01-13,Sip,79647.37,verified,West Bengal
298,119551,2020-01-13,Sip,62365.06,pending,Maharashtra
299,125497,2020-01-13,Redemption,31836.56,pending,Delhi
300,120841,2020-01-13,Redemption,16799.46,pending,Maharashtra
301,125497,2020-01-13,Sip,4494.7,verified,Maharashtra
302,119092,2020-01-13,Lumpsum,17091.18,verified,Maharashtra
303,120503,2020-01-13,Lumpsum,45601.82,verified,West Bengal
304,120841,2020-01-13,Sip,25094.11,pending,Delhi
305,120503,2020-01-13,Redemption,26268.73,verified,Tamil Nadu
306,125497,2020-01-13,Sip,87619.85,pending,Maharashtra
307,120841,2020-01-13,Lumpsum,51756.2,verified,West Bengal
308,119551,2020-01-13,Redemption,73060.57,pending,West Bengal
309,125497,2020-01-13,Lumpsum,4053.24,pending,Tamil Nadu
310,119551,2020-01-13,Sip,36833.75,verified,Karnataka
311,120841,2020-01-13,Redemption,48177.35,verified,Delhi
312,120503,2020-01-13,Redemption,19048.48,pending,Delhi
313,119092,2020-01-14,Lumpsum,12459.06,pending,Maharashtra
314,118632,2020-01-14,Sip,87095.23,verified,Karnataka
315,120503,2020-01-14,Lumpsum,93973.45,pending,Delhi
316,119551,2020-01-14,Redemption,8341.27,verified,Maharashtra
317,125497,2020-01-14,Redemption,35227.36,verified,Karnataka
318,120841,2020-01-14,Lumpsum,95849.42,pending,West Bengal
319,120503,2020-01-14,Redemption,8774.59,verified,Maharashtra
320,119092,2020-01-14,Lumpsum,64542.32,pending,Karnataka
321,120841,2020-01-14,Sip,97236.03,verified,Tamil Nadu
322,119551,2020-01-14,Redemption,97833.26,pending,Delhi
323,120841,2020-01-14,Redemption,47386.72,verified,Maharashtra
324,120841,2020-01-14,Sip,16693.54,verified,West Bengal
325,125497,2020-01-14,Sip,20607.39,pending,Maharashtra
326,118632,2020-01-14,Redemption,89015.34,verified,Delhi
327,119551,2020-01-14,Sip,91212.46,pending,Delhi
328,125497,2020-01-14,Lumpsum,60984.02,pending,Karnataka
329,118632,2020-01-14,Sip,76734.55,pending,West Bengal
330,125497,2020-01-14,Sip,74123.16,pending,Karnataka
331,118632,2020-01-14,Lumpsum,66351.25,pending,West Bengal
332,118632,2020-01-14,Redemption,82814.06,verified,Maharashtra
333,118632,2020-01-14,Sip,68697.96,verified,Maharashtra
334,125497,2020-01-14,Redemption,53633.23,verified,Karnataka
335,120841,2020-01-14,Lumpsum,24077.16,verified,Tamil Nadu
336,118632,2020-01-14,Sip,74516.87,verified,Delhi
337,120841,2020-01-15,Sip,47607.07,verified,Karnataka
338,119551,2020-01-15,Lumpsum,29831.77,verified,Karnataka
339,119092,2020-01-15,Lumpsum,80293.65,pending,Maharashtra
340,120841,2020-01-15,Sip,69823.0,pending,Delhi
341,119092,2020-01-15,Redemption,93765.29,pending,Karnataka
342,118632,2020-01-15,Redemption,16961.44,verified,Maharashtra
343,119092,2020-01-15,Sip,65094.33,pending,Maharashtra
344,119092,2020-01-15,Sip,24801.83,verified,Karnataka
345,118632,2020-01-15,Redemption,90406.51,verified,Karnataka
346,120841,2020-01-15,Lumpsum,10400.19,verified,Maharashtra
347,118632,2020-01-15,Lumpsum,65788.1,pending,Karnataka
348,119551,2020-01-15,Redemption,79213.03,pending,Delhi
349,120503,2020-01-15,Lumpsum,35814.33,pending,Maharashtra
350,125497,2020-01-15,Redemption,95436.74,verified,Maharashtra
351,118632,2020-01-15,Sip,85147.7,verified,Karnataka
352,118632,2020-01-15,Lumpsum,29814.52,verified,Karnataka
353,119092,2020-01-15,Lumpsum,1250.34,verified,Karnataka
354,119551,2020-01-15,Lumpsum,30017.39,pending,Delhi
355,119092,2020-01-15,Redemption,28490.39,pending,Maharashtra
356,120841,2020-01-15,Lumpsum,89051.48,pending,Tamil Nadu
357,118632,2020-01-15,Redemption,96728.56,pending,Delhi
358,118632,2020-01-15,Redemption,7508.78,verified,Delhi
359,119092,2020-01-15,Sip,47393.84,verified,Maharashtra
360,118632,2020-01-15,Lumpsum,55059.03,pending,Tamil Nadu
361,120841,2020-01-16,Sip,9744.71,verified,Maharashtra
362,120503,2020-01-16,Lumpsum,38061.02,verified,Delhi
363,125497,2020-01-16,Sip,32049.7,pending,Karnataka
364,125497,2020-01-16,Sip,53837.61,pending,Maharashtra
365,125497,2020-01-16,Lumpsum,66288.49,verified,Maharashtra
366,120503,2020-01-16,Lumpsum,70496.77,pending,Karnataka
367,118632,2020-01-16,Lumpsum,14107.12,pending,Tamil Nadu
368,119092,2020-01-16,Sip,81388.3,pending,Tamil Nadu
369,119551,2020-01-16,Redemption,68014.93,pending,Maharashtra
370,118632,2020-01-16,Sip,88962.95,pending,Karnataka
371,120503,2020-01-16,Redemption,45208.94,pending,Maharashtra
372,120841,2020-01-16,Sip,89442.03,pending,Karnataka
373,120503,2020-01-16,Lumpsum,86644.53,pending,Delhi
374,125497,2020-01-16,Lumpsum,44121.73,pending,Karnataka
375,118632,2020-01-16,Sip,38423.76,verified,Maharashtra
376,125497,2020-01-16,Lumpsum,93314.8,pending,West Bengal
377,119551,2020-01-16,Lumpsum,71658.89,pending,Tamil Nadu
378,120841,2020-01-16,Lumpsum,92860.41,pending,Maharashtra
379,125497,2020-01-16,Lumpsum,79798.99,verified,Karnataka
380,119551,2020-01-16,Lumpsum,61125.1,pending,Karnataka
381,120503,2020-01-16,Redemption,12027.35,pending,Tamil Nadu
382,125497,2020-01-16,Redemption,29502.33,verified,Maharashtra
383,125497,2020-01-16,Sip,96899.82,verified,West Bengal
384,119092,2020-01-16,Lumpsum,32282.5,pending,Delhi
385,120841,2020-01-17,Sip,9778.86,verified,West Bengal
386,120841,2020-01-17,Lumpsum,70901.56,verified,Delhi
387,120503,2020-01-17,Sip,73533.42,verified,Delhi
388,119092,2020-01-17,Redemption,28903.04,verified,Maharashtra
389,119551,2020-01-17,Redemption,30118.36,verified,Delhi
390,119551,2020-01-17,Redemption,47154.85,pending,Karnataka
391,120503,2020-01-17,Sip,2668.0,verified,Delhi
392,120841,2020-01-17,Sip,79037.64,pending,Delhi
393,119551,2020-01-17,Lumpsum,32050.33,pending,Tamil Nadu
394,120503,2020-01-17,Redemption,85449.43,pending,Tamil Nadu
395,119551,2020-01-17,Redemption,80361.73,verified,Maharashtra
396,118632,2020-01-17,Sip,66309.5,pending,Maharashtra
397,125497,2020-01-17,Sip,32825.05,verified,Karnataka
398,120841,2020-01-17,Sip,51873.5,pending,Tamil Nadu
399,118632,2020-01-17,Redemption,44760.51,pending,West Bengal
400,120503,2020-01-17,Sip,34218.75,pending,Maharashtra
401,120503,2020-01-17,Sip,84889.56,verified,Maharashtra
402,118632,2020-01-17,Lumpsum,48608.95,pending,Tamil Nadu
403,125497,2020-01-17,Sip,83355.95,verified,Tamil Nadu
404,125497,2020-01-17,Sip,10969.24,verified,Karnataka
405,119092,2020-01-17,Redemption,14531.97,verified,Tamil Nadu
406,119551,2020-01-17,Sip,97743.37,pending,Delhi
407,119092,2020-01-17,Lumpsum,58982.96,pending,West Bengal
408,125497,2020-01-17,Lumpsum,51222.08,pending,Delhi
409,118632,2020-01-18,Redemption,52554.03,pending,Delhi
410,119551,2020-01-18,Sip,21919.24,verified,Delhi
411,118632,2020-01-18,Lumpsum,72011.04,pending,Maharashtra
412,119092,2020-01-18,Redemption,8935.67,verified,Delhi
413,120503,2020-01-18,Lumpsum,57545.71,verified,Maharashtra
414,118632,2020-01-18,Sip,57291.5,pending,Tamil Nadu
415,119092,2020-01-18,Redemption,91461.75,pending,West Bengal
416,119092,2020-01-18,Sip,52855.19,verified,West Bengal
417,119092,2020-01-18,Lumpsum,14137.74,verified,Delhi
418,120503,2020-01-18,Sip,57488.95,pending,West Bengal
419,120503,2020-01-18,Sip,9587.1,pending,Maharashtra
420,120503,2020-01-18,Redemption,20777.49,pending,Tamil Nadu
421,119551,2020-01-18,Sip,3595.3,verified,Delhi
422,120503,2020-01-18,Lumpsum,51572.71,verified,Karnataka
423,120503,2020-01-18,Redemption,8911.0,pending,West Bengal
424,120503,2020-01-18,Lumpsum,47204.74,verified,West Bengal
425,118632,2020-01-18,Redemption,93328.03,verified,Delhi
426,120503,2020-01-18,Lumpsum,72116.26,verified,West Bengal
427,119551,2020-01-18,Lumpsum,8202.46,verified,West Bengal
428,119092,2020-01-18,Lumpsum,22808.88,pending,Karnataka
429,118632,2020-01-18,Sip,67529.41,verified,Maharashtra
430,125497,2020-01-18,Lumpsum,89522.84,pending,Delhi
431,120503,2020-01-18,Sip,3775.4,pending,Delhi
432,119092,2020-01-18,Redemption,81338.89,verified,Karnataka
433,119092,2020-01-19,Redemption,56400.48,pending,Karnataka
434,118632,2020-01-19,Redemption,54836.09,pending,Maharashtra
435,125497,2020-01-19,Redemption,95802.41,pending,Tamil Nadu
436,120841,2020-01-19,Sip,74890.64,verified,Delhi
437,119551,2020-01-19,Lumpsum,85086.83,pending,West Bengal
438,120841,2020-01-19,Lumpsum,35722.56,verified,Maharashtra
439,119092,2020-01-19,Sip,55659.22,pending,Delhi
