amfi_code,date,nav
125497,05-05-2020,93.6273
125497,06-05-2020,93.7462
125497,07-05-2020,94.6824
125497,08-05-2020,94.0461
125497,11-05-2020,93.7662
125497,12-05-2020,93.4266
125497,13-05-2020,92.0874
125497,14-05-2020,92.3877
125497,15-05-2020,92.6566
125497,18-05-2020,92.6891
125497,19-05-2020,92.4995
125497,20-05-2020,91.218
125497,21-05-2020,90.8617
125497,22-05-2020,90.5775
125497,25-05-2020,89.878
125497,26-05-2020,89.76
125497,27-05-2020,90.1496
125497,28-05-2020,91.8771
125497,29-05-2020,92.065
125497,01-06-2020,92.3298
125497,02-06-2020,92.2887
125497,03-06-2020,90.5456
125497,04-06-2020,90.5488
125497,05-06-2020,90.6305
125497,08-06-2020,92.8901
125497,09-06-2020,92.7393
125497,10-06-2020,93.0468
125497,11-06-2020,93.0424
125497,12-06-2020,91.9829
125497,15-06-2020,93.0617
125497,16-06-2020,93.7894
125497,17-06-2020,94.5594
125497,18-06-2020,93.7279
125497,19-06-2020,95.0708
125497,22-06-2020,93.7666
125497,23-06-2020,94.345
125497,24-06-2020,96.4399
125497,25-06-2020,95.5135
125497,26-06-2020,95.0013
125497,29-06-2020,95.1245
125497,30-06-2020,94.6741
125497,01-07-2020,93.2344
125497,02-07-2020,93.3263
125497,03-07-2020,92.3629
125497,06-07-2020,92.828
125497,07-07-2020,92.0024
125497,08-07-2020,93.456
125497,09-07-2020,92.752
125497,10-07-2020,92.4811
125497,13-07-2020,93.2612
125497,14-07-2020,92.1413
125497,15-07-2020,92.3785
125497,16-07-2020,93.6137
125497,17-07-2020,92.137
125497,20-07-2020,92.3347
125497,21-07-2020,92.6024
125497,22-07-2020,93.3542
125497,23-07-2020,92.2274
125497,24-07-2020,91.0373
125497,27-07-2020,91.5398
125497,28-07-2020,91.8391
125497,29-07-2020,92.0967
125497,30-07-2020,92.4434
125497,31-07-2020,91.8425
125497,03-08-2020,92.0833
125497,04-08-2020,92.3808
125497,05-08-2020,91.7486
125497,06-08-2020,93.488
125497,07-08-2020,93.959
125497,10-08-2020,92.8678
125497,11-08-2020,93.5054
125497,12-08-2020,92.6221
125497,13-08-2020,93.3789
125497,14-08-2020,94.4888
125497,17-08-2020,93.7417
125497,18-08-2020,94.6729
125497,19-08-2020,95.0921
125497,20-08-2020,95.9023
125497,21-08-2020,97.7502
125497,24-08-2020,97.5396
125497,25-08-2020,96.8337
125497,26-08-2020,96.0014
125497,27-08-2020,95.247
125497,28-08-2020,95.2021
125497,31-08-2020,95.5555
125497,01-09-2020,95.8486
125497,02-09-2020,96.6701
125497,03-09-2020,96.7117
125497,04-09-2020,98.1465
125497,07-09-2020,97.9162
125497,08-09-2020,100.609
125497,09-09-2020,101.2687
125497,10-09-2020,100.431
125497,11-09-2020,99.3857
125497,14-09-2020,99.895
125497,15-09-2020,99.7017
125497,16-09-2020,100.4435
125497,17-09-2020,100.949
125497,18-09-2020,100.9057
125497,21-09-2020,100.0815
125497,22-09-2020,98.5955
125497,23-09-2020,98.1848
125497,24-09-2020,99.0551
125497,25-09-2020,99.2969
125497,28-09-2020,98.0897
125497,29-09-2020,98.289
125497,30-09-2020,98.6972
125497,01-10-2020,97.8545
125497,02-10-2020,98.0343
125497,05-10-2020,98.1208
125497,06-10-2020,97.0287
125497,07-10-2020,97.405
125497,08-10-2020,97.9804
125497,09-10-2020,99.071
125497,12-10-2020,100.1447
125497,13-10-2020,98.7951
125497,14-10-2020,97.8982
125497,15-10-2020,98.4318
125497,16-10-2020,98.9671
125497,19-10-2020,99.5065
125497,20-10-2020,103.37
125497,21-10-2020,103.9912
125497,22-10-2020,105.2033
125497,23-10-2020,106.2385
125497,26-10-2020,106.9624
125497,27-10-2020,106.6572
125497,28-10-2020,107.4987
125497,29-10-2020,106.7002
125497,30-10-2020,106.4795
125497,02-11-2020,105.9947
125497,03-11-2020,106.1132
125497,04-11-2020,108.6012
125497,05-11-2020,106.6059
125497,06-11-2020,107.3695
125497,09-11-2020,105.6702
125497,10-11-2020,105.2032
125497,11-11-2020,106.3803
125497,12-11-2020,106.4806
125497,13-11-2020,105.365
125497,16-11-2020,104.6429
125497,17-11-2020,105.3855
125497,18-11-2020,104.6474
125497,19-11-2020,104.9053
125497,20-11-2020,104.9846
125497,23-11-2020,104.332
125497,24-11-2020,106.6001
125497,25-11-2020,107.3079
125497,26-11-2020,105.1669
125497,27-11-2020,105.3945
125497,30-11-2020,104.7287
125497,01-12-2020,105.6528
125497,02-12-2020,104.8472
125497,03-12-2020,104.7584
125497,04-12-2020,105.3188
125497,07-12-2020,106.2622
125497,08-12-2020,105.0186
125497,09-12-2020,104.6988
125497,10-12-2020,104.233
125497,11-12-2020,103.5833
125497,14-12-2020,105.4431
125497,15-12-2020,105.9017
125497,16-12-2020,104.5982
125497,17-12-2020,105.5896
125497,18-12-2020,107.8621
125497,21-12-2020,109.0081
125497,22-12-2020,107.3846
125497,23-12-2020,106.8968
125497,24-12-2020,108.2831
125497,25-12-2020,107.5493
125497,28-12-2020,108.0589
125497,29-12-2020,108.9284
125497,30-12-2020,107.9514
125497,31-12-2020,107.9195
125497,01-01-2021,104.4539
125497,04-01-2021,103.4153
125497,05-01-2021,103.1851
125497,06-01-2021,101.9285
125497,07-01-2021,103.623
125497,08-01-2021,102.1721
125497,11-01-2021,101.7532
125497,12-01-2021,101.9167
125497,13-01-2021,103.4162
125497,14-01-2021,101.9623
125497,15-01-2021,103.1789
125497,18-01-2021,103.2204
125497,19-01-2021,102.2383
125497,20-01-2021,102.7414
125497,21-01-2021,102.9767
125497,22-01-2021,102.3895
125497,25-01-2021,102.4917
125497,26-01-2021,102.1275
125497,27-01-2021,102.2741
125497,28-01-2021,102.982
125497,29-01-2021,104.6462
125497,01-02-2021,103.3823
125497,02-02-2021,105.6185
125497,03-02-2021,103.5884
125497,04-02-2021,103.4622
125497,05-02-2021,104.1019
125497,08-02-2021,104.4257
125497,09-02-2021,103.8068
125497,10-02-2021,103.6219
125497,11-02-2021,103.1421
125497,12-02-2021,102.5651
125497,15-02-2021,103.4673
125497,16-02-2021,103.8677
125497,17-02-2021,103.1792
125497,18-02-2021,104.1383
125497,19-02-2021,104.4896
125497,22-02-2021,105.3703
125497,23-02-2021,106.0654
125497,24-02-2021,105.2179
125497,25-02-2021,104.6601
125497,26-02-2021,105.4736
125497,01-03-2021,106.149
125497,02-03-2021,106.1587
125497,03-03-2021,106.3151
125497,04-03-2021,107.7053
125497,05-03-2021,107.1005
125497,08-03-2021,107.7185
125497,09-03-2021,107.5331
125497,10-03-2021,107.3312
125497,11-03-2021,108.5428
125497,12-03-2021,109.4713
125497,15-03-2021,110.3947
125497,16-03-2021,111.869
125497,17-03-2021,111.926
125497,18-03-2021,112.7229
125497,19-03-2021,112.4069
125497,22-03-2021,112.8051
125497,23-03-2021,112.6921
125497,24-03-2021,112.8352
125497,25-03-2021,113.5406
125497,26-03-2021,112.6456
125497,29-03-2021,115.0364
125497,30-03-2021,113.9136
125497,31-03-2021,112.5647
125497,01-04-2021,113.9021
125497,02-04-2021,114.838
125497,05-04-2021,115.5892
125497,06-04-2021,116.3501
125497,07-04-2021,116.3708
125497,08-04-2021,115.3616
125497,09-04-2021,115.4836
125497,12-04-2021,114.7363
125497,13-04-2021,115.8895
125497,14-04-2021,115.7538
125497,15-04-2021,114.833
125497,16-04-2021,114.4984
125497,19-04-2021,115.0056
125497,20-04-2021,114.3917
125497,21-04-2021,113.4855
125497,22-04-2021,113.7961
125497,23-04-2021,114.109
125497,26-04-2021,113.5648
125497,27-04-2021,113.0639
125497,28-04-2021,113.3602
125497,29-04-2021,111.7526
125497,30-04-2021,110.2133
125497,03-05-2021,109.4545
125497,04-05-2021,109.2537
125497,05-05-2021,109.6262
125497,06-05-2021,111.2765
125497,07-05-2021,112.2642
125497,10-05-2021,112.1183
125497,11-05-2021,112.1307
125497,12-05-2021,111.0402
125497,13-05-2021,111.0529
125497,14-05-2021,110.7657
125497,17-05-2021,111.1564
125497,18-05-2021,110.2702
125497,19-05-2021,110.8759
125497,20-05-2021,112.6086
125497,21-05-2021,112.52
125497,24-05-2021,113.0057
125497,25-05-2021,113.8195
125497,26-05-2021,113.397
125497,27-05-2021,113.6851
125497,28-05-2021,113.7336
125497,31-05-2021,113.8788
125497,01-06-2021,113.0326
125497,02-06-2021,113.0943
125497,03-06-2021,113.6914
125497,04-06-2021,115.3753
125497,07-06-2021,116.5167
125497,08-06-2021,119.0605
125497,09-06-2021,118.1826
125497,10-06-2021,119.249
125497,11-06-2021,119.5034
125497,14-06-2021,122.1561
125497,15-06-2021,121.2054
125497,16-06-2021,120.2239
125497,17-06-2021,119.5394
125497,18-06-2021,117.0364
125497,21-06-2021,116.4562
125497,22-06-2021,115.607
125497,23-06-2021,115.8156
125497,24-06-2021,116.2461
125497,25-06-2021,118.462
125497,28-06-2021,119.6234
125497,29-06-2021,118.9692
125497,30-06-2021,117.936
125497,01-07-2021,118.5516
125497,02-07-2021,117.022
125497,05-07-2021,119.2003
125497,06-07-2021,120.642
125497,07-07-2021,120.1121
125497,08-07-2021,118.0905
125497,09-07-2021,119.7247
125497,12-07-2021,119.6235
125497,13-07-2021,121.1401
125497,14-07-2021,119.2449
125497,15-07-2021,118.566
125497,16-07-2021,118.6078
125497,19-07-2021,118.6991
125497,20-07-2021,118.2005
125497,21-07-2021,118.9721
125497,22-07-2021,117.7377
125497,23-07-2021,117.6053
125497,26-07-2021,117.7821
125497,27-07-2021,118.4234
125497,28-07-2021,119.3016
125497,29-07-2021,117.9957
125497,30-07-2021,116.2209
125497,02-08-2021,117.7407
125497,03-08-2021,118.1673
125497,04-08-2021,117.3183
125497,05-08-2021,119.1732
125497,06-08-2021,119.3468
125497,09-08-2021,120.7901
125497,10-08-2021,120.9079
125497,11-08-2021,123.4358
125497,12-08-2021,125.6395
125497,13-08-2021,125.3644
125497,16-08-2021,126.62
125497,17-08-2021,127.4752
125497,18-08-2021,129.2581
125497,19-08-2021,128.0496
125497,20-08-2021,128.9665
125497,23-08-2021,130.3702
125497,24-08-2021,128.1165
125497,25-08-2021,126.639
125497,26-08-2021,124.0945
125497,27-08-2021,123.7974
125497,30-08-2021,124.7228
125497,31-08-2021,126.634
125497,01-09-2021,126.7659
125497,02-09-2021,128.8684
125497,03-09-2021,127.1286
125497,06-09-2021,125.0012
125497,07-09-2021,124.9693
125497,08-09-2021,125.4867
125497,09-09-2021,125.4833
125497,10-09-2021,122.9267
125497,13-09-2021,122.854
125497,14-09-2021,121.2883
125497,15-09-2021,122.1369
125497,16-09-2021,122.6213
125497,17-09-2021,121.5056
125497,20-09-2021,120.9177
125497,21-09-2021,119.6732
125497,22-09-2021,119.6341
125497,23-09-2021,120.8126
125497,24-09-2021,119.658
125497,27-09-2021,120.297
125497,28-09-2021,119.6952
125497,29-09-2021,118.7821
125497,30-09-2021,118.6906
125497,01-10-2021,117.4975
125497,04-10-2021,116.8822
125497,05-10-2021,115.5172
125497,06-10-2021,117.8214
125497,07-10-2021,117.8983
125497,08-10-2021,117.1087
125497,11-10-2021,117.3944
125497,12-10-2021,117.2978
125497,13-10-2021,117.0738
125497,14-10-2021,117.8279
125497,15-10-2021,118.7558
125497,18-10-2021,118.1615
125497,19-10-2021,117.5165
125497,20-10-2021,117.2285
125497,21-10-2021,114.5652
125497,22-10-2021,112.8637
125497,25-10-2021,114.4402
125497,26-10-2021,116.3571
125497,27-10-2021,116.1022
125497,28-10-2021,116.8064
125497,29-10-2021,117.205
125497,01-11-2021,120.8488
125497,02-11-2021,122.2381
125497,03-11-2021,122.1184
125497,04-11-2021,120.9881
125497,05-11-2021,119.0808
125497,08-11-2021,119.3588
125497,09-11-2021,118.4918
125497,10-11-2021,116.8421
125497,11-11-2021,116.1217
125497,12-11-2021,114.9006
125497,15-11-2021,116.8737
125497,16-11-2021,117.9391
125497,17-11-2021,117.9651
125497,18-11-2021,119.7463
125497,19-11-2021,119.8749
125497,22-11-2021,118.8784
125497,23-11-2021,120.7247
125497,24-11-2021,121.4115
125497,25-11-2021,120.1886
125497,26-11-2021,119.9959
125497,29-11-2021,118.9812
125497,30-11-2021,117.3716
125497,01-12-2021,118.4939
125497,02-12-2021,120.792
125497,03-12-2021,119.1389
125497,06-12-2021,119.8453
125497,07-12-2021,119.1015
125497,08-12-2021,118.5571
125497,09-12-2021,117.8903
125497,10-12-2021,116.9071
125497,13-12-2021,116.9989
125497,14-12-2021,116.0618
125497,15-12-2021,116.4105
125497,16-12-2021,116.387
125497,17-12-2021,116.1438
125497,20-12-2021,115.1245
125497,21-12-2021,114.4951
125497,22-12-2021,115.3943
125497,23-12-2021,116.007
125497,24-12-2021,114.9077
125497,27-12-2021,115.0563
125497,28-12-2021,115.9554
125497,29-12-2021,114.0544
125497,30-12-2021,114.7083
125497,31-12-2021,113.9827
125497,03-01-2022,114.6672
125497,04-01-2022,113.8264
125497,05-01-2022,111.8061
125497,06-01-2022,110.02
125497,07-01-2022,110.1059
125497,10-01-2022,110.4249
125497,11-01-2022,109.4594
125497,12-01-2022,110.1913
125497,13-01-2022,108.3935
125497,14-01-2022,108.3544
125497,17-01-2022,107.0747
125497,18-01-2022,106.4089
125497,19-01-2022,106.4912
125497,20-01-2022,105.6069
125497,21-01-2022,105.2325
125497,24-01-2022,106.323
125497,25-01-2022,105.7415
125497,26-01-2022,106.6569
125497,27-01-2022,105.484
125497,28-01-2022,106.0745
125497,31-01-2022,107.6355
125497,01-02-2022,105.0074
125497,02-02-2022,104.2021
125497,03-02-2022,104.8347
125497,04-02-2022,104.6533
125497,07-02-2022,105.0731
125497,08-02-2022,104.47
125497,09-02-2022,104.5918
125497,10-02-2022,104.4603
125497,11-02-2022,105.7115
125497,14-02-2022,106.0122
125497,15-02-2022,106.4019
125497,16-02-2022,105.9956
125497,17-02-2022,105.5105
125497,18-02-2022,105.0858
125497,21-02-2022,105.5318
125497,22-02-2022,105.1192
125497,23-02-2022,105.4554
125497,24-02-2022,107.6756
125497,25-02-2022,108.6459
125497,28-02-2022,108.3243
125497,01-03-2022,109.658
125497,02-03-2022,109.2434
125497,03-03-2022,107.0497
125497,04-03-2022,106.0026
125497,07-03-2022,104.0513
125497,08-03-2022,103.7168
125497,09-03-2022,103.767
125497,10-03-2022,105.5377
125497,11-03-2022,105.9144
125497,14-03-2022,105.7141
125497,15-03-2022,106.6227
125497,16-03-2022,104.2971
125497,17-03-2022,104.5741
125497,18-03-2022,105.4116
125497,21-03-2022,103.8846
125497,22-03-2022,105.104
125497,23-03-2022,105.4913
125497,24-03-2022,105.0848
125497,25-03-2022,105.7813
125497,28-03-2022,108.215
125497,29-03-2022,108.4443
125497,30-03-2022,108.746
125497,31-03-2022,108.2791
125497,01-04-2022,107.3914
125497,04-04-2022,108.3153
125497,05-04-2022,107.4205
125497,06-04-2022,107.5296
125497,07-04-2022,107.0483
125497,08-04-2022,107.5931
125497,11-04-2022,107.9844
125497,12-04-2022,109.1372
125497,13-04-2022,108.6133
125497,14-04-2022,108.3528
125497,15-04-2022,107.3247
125497,18-04-2022,106.8801
125497,19-04-2022,107.3154
125497,20-04-2022,108.16
125497,21-04-2022,107.195
125497,22-04-2022,108.1594
125497,25-04-2022,109.6581
125497,26-04-2022,110.1443
125497,27-04-2022,112.2445
125497,28-04-2022,111.4097
125497,29-04-2022,110.0564
125497,02-05-2022,108.1319
125497,03-05-2022,109.782
125497,04-05-2022,110.5333
125497,05-05-2022,110.505
125497,06-05-2022,110.8476
125497,09-05-2022,109.6332
125497,10-05-2022,112.3475
125497,11-05-2022,112.5264
125497,12-05-2022,112.6832
125497,13-05-2022,113.5348
125497,16-05-2022,114.115
125497,17-05-2022,114.4047
125497,18-05-2022,113.5347
125497,19-05-2022,114.1041
125497,20-05-2022,116.2858
125497,23-05-2022,117.8852
125497,24-05-2022,119.7987
125497,25-05-2022,119.2222
125497,26-05-2022,118.0781
125497,27-05-2022,117.965
125497,30-05-2022,118.0661
125497,31-05-2022,119.3934
125497,01-06-2022,117.4086
125497,02-06-2022,119.2396
125497,03-06-2022,119.087
125497,06-06-2022,118.6143
125497,07-06-2022,117.4494
125497,08-06-2022,115.541
125497,09-06-2022,116.5268
125497,10-06-2022,116.6472
125497,13-06-2022,115.1775
125497,14-06-2022,113.7204
125497,15-06-2022,113.3727
125497,16-06-2022,115.2989
125497,17-06-2022,115.0342
125497,20-06-2022,113.3395
125497,21-06-2022,113.095
125497,22-06-2022,112.8205
125497,23-06-2022,109.8117
125497,24-06-2022,109.785
125497,27-06-2022,109.5644
125497,28-06-2022,110.3601
125497,29-06-2022,112.4337
125497,30-06-2022,113.7341
125497,01-07-2022,113.4624
125497,04-07-2022,112.2409
125497,05-07-2022,115.163
125497,06-07-2022,115.2657
125497,07-07-2022,115.3164
125497,08-07-2022,115.3231
125497,11-07-2022,115.5862
125497,12-07-2022,115.454
125497,13-07-2022,114.8263
125497,14-07-2022,114.2328
125497,15-07-2022,114.2297
125497,18-07-2022,113.6432
125497,19-07-2022,112.8672
125497,20-07-2022,113.0212
125497,21-07-2022,112.7669
125497,22-07-2022,114.4967
125497,25-07-2022,111.4958
125497,26-07-2022,112.7462
125497,27-07-2022,114.185
125497,28-07-2022,111.8517
125497,29-07-2022,111.502
125497,01-08-2022,111.1213
125497,02-08-2022,109.5906
125497,03-08-2022,108.771
125497,04-08-2022,107.5957
125497,05-08-2022,109.5133
125497,08-08-2022,110.5709
125497,09-08-2022,112.01
125497,10-08-2022,112.852
125497,11-08-2022,111.6117
125497,12-08-2022,111.0597
125497,15-08-2022,111.6365
125497,16-08-2022,110.3057
125497,17-08-2022,111.1252
125497,18-08-2022,110.8915
125497,19-08-2022,110.5091
125497,22-08-2022,111.328
125497,23-08-2022,111.856
125497,24-08-2022,111.4858
125497,25-08-2022,112.8117
125497,26-08-2022,111.626
125497,29-08-2022,112.347
125497,30-08-2022,113.047
125497,31-08-2022,112.731
125497,01-09-2022,113.1325
125497,02-09-2022,111.751
125497,05-09-2022,112.8171
125497,06-09-2022,112.6424
125497,07-09-2022,112.0874
125497,08-09-2022,113.2968
125497,09-09-2022,112.5328
125497,12-09-2022,110.9816
125497,13-09-2022,109.2873
125497,14-09-2022,109.9824
125497,15-09-2022,108.6071
125497,16-09-2022,110.5455
125497,19-09-2022,108.2772
125497,20-09-2022,110.1466
125497,21-09-2022,110.4121
125497,22-09-2022,110.3384
125497,23-09-2022,109.7702
125497,26-09-2022,110.2413
125497,27-09-2022,110.2329
125497,28-09-2022,111.4822
125497,29-09-2022,111.6429
125497,30-09-2022,111.8442
125497,03-10-2022,111.4711
125497,04-10-2022,111.4411
125497,05-10-2022,111.8175
125497,06-10-2022,109.9388
125497,07-10-2022,108.4896
125497,10-10-2022,109.3285
125497,11-10-2022,109.5481
125497,12-10-2022,109.3794
125497,13-10-2022,109.4324
125497,14-10-2022,109.8456
125497,17-10-2022,109.2857
125497,18-10-2022,108.4679
125497,19-10-2022,108.7128
125497,20-10-2022,107.6818
125497,21-10-2022,108.1538
125497,24-10-2022,106.3448
125497,25-10-2022,107.4712
125497,26-10-2022,108.0113
125497,27-10-2022,108.3202
125497,28-10-2022,109.4172
125497,31-10-2022,111.2723
125497,01-11-2022,112.4344
125497,02-11-2022,110.3984
125497,03-11-2022,109.0189
125497,04-11-2022,108.3704
125497,07-11-2022,108.4312
125497,08-11-2022,109.025
125497,09-11-2022,108.2665
125497,10-11-2022,108.5012
125497,11-11-2022,107.7141
125497,14-11-2022,107.0878
125497,15-11-2022,105.6135
125497,16-11-2022,104.6701
125497,17-11-2022,103.2867
125497,18-11-2022,102.3098
125497,21-11-2022,103.4184
125497,22-11-2022,102.4676
125497,23-11-2022,105.1957
125497,24-11-2022,105.7462
125497,25-11-2022,105.9734
125497,28-11-2022,105.0955
125497,29-11-2022,105.8631
125497,30-11-2022,105.2854
125497,01-12-2022,105.4455
125497,02-12-2022,108.1766
125497,05-12-2022,108.1051
125497,06-12-2022,109.38
125497,07-12-2022,108.6437
125497,08-12-2022,108.6383
125497,09-12-2022,110.5946
125497,12-12-2022,109.9344
125497,13-12-2022,111.9599
125497,14-12-2022,112.7859
125497,15-12-2022,112.1853
125497,16-12-2022,112.9285
125497,19-12-2022,114.0606
125497,20-12-2022,114.8041
125497,21-12-2022,113.0358
125497,22-12-2022,112.2478
125497,23-12-2022,112.0037
125497,26-12-2022,111.9539
125497,27-12-2022,112.6824
125497,28-12-2022,112.9164
125497,29-12-2022,111.4424
125497,30-12-2022,111.8996
125497,02-01-2023,112.6164
125497,03-01-2023,113.2806
125497,04-01-2023,114.5389
125497,05-01-2023,115.5284
125497,06-01-2023,116.0936
125497,09-01-2023,116.0469
125497,10-01-2023,114.1543
125497,11-01-2023,114.6789
125497,12-01-2023,114.9515
125497,13-01-2023,115.2982
125497,16-01-2023,113.8607
125497,17-01-2023,112.664
125497,18-01-2023,113.8843
125497,19-01-2023,113.8734
125497,20-01-2023,114.6836
125497,23-01-2023,114.7505
125497,24-01-2023,114.8191
125497,25-01-2023,115.9308
125497,26-01-2023,115.3674
125497,27-01-2023,115.5129
125497,30-01-2023,115.0135
125497,31-01-2023,114.5483
125497,01-02-2023,114.2285
125497,02-02-2023,114.5165
125497,03-02-2023,114.0026
125497,06-02-2023,115.4684
125497,07-02-2023,114.4701
125497,08-02-2023,114.2905
125497,09-02-2023,113.8222
125497,10-02-2023,115.5034
125497,13-02-2023,115.765
125497,14-02-2023,116.9943
125497,15-02-2023,115.2914
125497,16-02-2023,115.6338
125497,17-02-2023,116.6972
125497,20-02-2023,116.8283
125497,21-02-2023,118.1081
125497,22-02-2023,117.5326
125497,23-02-2023,119.2243
125497,24-02-2023,122.0009
125497,27-02-2023,121.5948
125497,28-02-2023,121.0896
125497,01-03-2023,122.8858
125497,02-03-2023,124.8637
125497,03-03-2023,124.2483
125497,06-03-2023,123.7635
125497,07-03-2023,123.4519
125497,08-03-2023,121.8292
125497,09-03-2023,120.7466
125497,10-03-2023,119.5703
125497,13-03-2023,118.6881
125497,14-03-2023,118.6826
125497,15-03-2023,118.9962
125497,16-03-2023,120.8769
125497,17-03-2023,119.7064
125497,20-03-2023,120.9206
125497,21-03-2023,120.6981
125497,22-03-2023,120.6746
125497,23-03-2023,121.5252
125497,24-03-2023,120.1972
125497,27-03-2023,120.6929
125497,28-03-2023,120.93
125497,29-03-2023,121.5618
125497,30-03-2023,121.9498
125497,31-03-2023,124.9806
125497,03-04-2023,124.2211
125497,04-04-2023,123.5987
125497,05-04-2023,122.8656
125497,06-04-2023,122.22
125497,07-04-2023,121.4776
125497,10-04-2023,122.9585
125497,11-04-2023,124.742
125497,12-04-2023,124.0675
125497,13-04-2023,123.072
125497,14-04-2023,123.6891
125497,17-04-2023,123.0432
125497,18-04-2023,123.8589
125497,19-04-2023,124.1473
125497,20-04-2023,122.3028
125497,21-04-2023,124.2322
125497,24-04-2023,126.5005
125497,25-04-2023,125.7633
125497,26-04-2023,125.3134
125497,27-04-2023,125.7092
125497,28-04-2023,126.1674
125497,01-05-2023,127.0361
125497,02-05-2023,129.6279
125497,03-05-2023,129.4374
125497,04-05-2023,128.443
125497,05-05-2023,126.7098
125497,08-05-2023,125.8217
125497,09-05-2023,125.8178
125497,10-05-2023,128.1134
125497,11-05-2023,127.4887
125497,12-05-2023,127.8122
125497,15-05-2023,127.8296
125497,16-05-2023,129.3871
125497,17-05-2023,132.6954
125497,18-05-2023,132.0308
125497,19-05-2023,131.4242
125497,22-05-2023,132.8359
125497,23-05-2023,133.7815
125497,24-05-2023,136.2922
125497,25-05-2023,137.1289
125497,26-05-2023,136.6774
125497,29-05-2023,137.5257
125497,30-05-2023,139.0917
125497,31-05-2023,140.2746
125497,01-06-2023,141.0283
125497,02-06-2023,142.5749
125497,05-06-2023,144.2848
125497,06-06-2023,146.3224
125497,07-06-2023,147.3155
125497,08-06-2023,147.1135
125497,09-06-2023,147.3734
125497,12-06-2023,149.1957
125497,13-06-2023,148.0216
125497,14-06-2023,148.6118
125497,15-06-2023,148.0718
125497,16-06-2023,148.1588
125497,19-06-2023,150.0974
125497,20-06-2023,150.4292
125497,21-06-2023,150.5442
125497,22-06-2023,148.5422
125497,23-06-2023,149.6953
125497,26-06-2023,150.7064
125497,27-06-2023,154.0118
125497,28-06-2023,153.584
125497,29-06-2023,153.9666
125497,30-06-2023,154.3968
125497,03-07-2023,156.8787
125497,04-07-2023,156.7762
125497,05-07-2023,157.2607
125497,06-07-2023,158.2639
125497,07-07-2023,158.6067
125497,10-07-2023,157.9462
125497,11-07-2023,158.3001
125497,12-07-2023,160.0472
125497,13-07-2023,158.4523
125497,14-07-2023,158.7105
125497,17-07-2023,157.647
125497,18-07-2023,159.5782
125497,19-07-2023,157.1954
125497,20-07-2023,156.364
125497,21-07-2023,157.0007
125497,24-07-2023,159.5057
125497,25-07-2023,159.4487
125497,26-07-2023,158.6112
125497,27-07-2023,161.6425
125497,28-07-2023,159.3504
125497,31-07-2023,155.8944
125497,01-08-2023,156.6272
125497,02-08-2023,155.8878
125497,03-08-2023,154.3426
125497,04-08-2023,155.4822
125497,07-08-2023,155.9079
