transaction_id,amfi_code,date,transaction_type,amount,kyc_status,state
156,120841,07-01-2020,sip,87882.52,pending,Tamil Nadu
157,120503,07-01-2020,sip,95569.36,VERIFIED,Karnataka
158,119551,07-01-2020,sip,58569.42,verified,Tamil Nadu
159,120503,07-01-2020,redemption,4737.8,pending,Karnataka
160,120503,07-01-2020,Lumpsum,96938.98,verified,Maharashtra
161,120841,07-01-2020,lumpsum,70733.28,verified,Delhi
162,120841,07-01-2020,SIP,33928.38,PENDING,Karnataka
163,119092,07-01-2020,Lumpsum,15142.19,pending,Tamil Nadu
164,119092,07-01-2020,Redemption,14770.15,verified,Maharashtra
165,120841,07-01-2020,lumpsum,17190.57,VERIFIED,Tamil Nadu
166,120841,07-01-2020,lumpsum,5034.47,PENDING,West Bengal
167,119551,07-01-2020,sip,90264.34,VERIFIED,West Bengal
168,119551,07-01-2020,Lumpsum,54306.44,VERIFIED,Delhi
169,120503,08-01-2020,Redemption,70145.96,PENDING,Delhi
170,118632,08-01-2020,sip,82896.8,verified,Maharashtra
171,119551,08-01-2020,sip,79258.33,VERIFIED,West Bengal
172,120503,08-01-2020,redemption,88319.26,verified,Karnataka
173,125497,08-01-2020,SIP,96741.83,verified,West Bengal
174,119092,08-01-2020,lumpsum,44187.53,PENDING,Delhi
175,118632,08-01-2020,Redemption,95058.38,VERIFIED,Tamil Nadu
176,120503,08-01-2020,lumpsum,72467.35,VERIFIED,Maharashtra
177,120841,08-01-2020,Lumpsum,7531.48,PENDING,West Bengal
178,125497,08-01-2020,SIP,68337.42,verified,Karnataka
179,119092,08-01-2020,sip,68828.31,verified,Karnataka
180,125497,08-01-2020,SIP,90633.13,PENDING,Karnataka
181,120503,08-01-2020,sip,37606.75,verified,Maharashtra
182,119551,08-01-2020,SIP,58698.69,verified,Karnataka
183,119092,08-01-2020,sip,1712.66,VERIFIED,Karnataka
184,125497,08-01-2020,lumpsum,33541.49,verified,West Bengal
185,119551,08-01-2020,lumpsum,6693.25,verified,Maharashtra
186,118632,08-01-2020,lumpsum,52426.36,verified,Tamil Nadu
187,120503,08-01-2020,lumpsum,81836.04,verified,Tamil Nadu
188,120503,08-01-2020,SIP,21041.05,PENDING,Karnataka
189,119092,08-01-2020,sip,52980.38,PENDING,Delhi
190,125497,08-01-2020,lumpsum,20798.86,PENDING,Maharashtra
191,118632,08-01-2020,SIP,12508.5,verified,Delhi
192,120841,08-01-2020,sip,51344.18,PENDING,Maharashtra
193,119092,09-01-2020,SIP,8375.29,pending,Maharashtra
194,120841,09-01-2020,redemption,58941.79,pending,West Bengal
195,119092,09-01-2020,lumpsum,3618.08,pending,Karnataka
196,125497,09-01-2020,Lumpsum,11118.14,VERIFIED,West Bengal
197,118632,09-01-2020,SIP,55224.75,verified,Delhi
198,125497,09-01-2020,lumpsum,59345.04,VERIFIED,Delhi
199,120503,09-01-2020,Redemption,3384.2,PENDING,Tamil Nadu
200,120841,09-01-2020,sip,57550.99,verified,West Bengal
201,119551,09-01-2020,redemption,83931.0,pending,West Bengal
202,120503,09-01-2020,lumpsum,72370.46,verified,West Bengal
203,120503,09-01-2020,Redemption,13552.92,VERIFIED,Tamil Nadu
204,120841,09-01-2020,SIP,59451.23,PENDING,West Bengal
205,119092,09-01-2020,SIP,67389.12,PENDING,West Bengal
206,120503,09-01-2020,Redemption,4204.5,VERIFIED,West Bengal
207,118632,09-01-2020,redemption,85607.09,verified,West Bengal
208,120503,09-01-2020,Redemption,90673.61,VERIFIED,Delhi
209,118632,09-01-2020,sip,85120.0,PENDING,Karnataka
210,125497,09-01-2020,SIP,82550.83,pending,Delhi
211,119092,09-01-2020,Redemption,74624.04,PENDING,West Bengal
212,118632,09-01-2020,Lumpsum,63526.49,PENDING,Maharashtra
213,120503,09-01-2020,Lumpsum,68023.39,verified,Maharashtra
214,119092,09-01-2020,Redemption,80736.33,pending,Tamil Nadu
215,119092,09-01-2020,sip,66418.6,PENDING,Delhi
216,118632,09-01-2020,SIP,33108.83,pending,Tamil Nadu
217,118632,10-01-2020,Lumpsum,37908.13,VERIFIED,Tamil Nadu
218,119551,10-01-2020,Redemption,89757.22,verified,Maharashtra
219,119551,10-01-2020,Redemption,2203.65,pending,Delhi
220,119092,10-01-2020,lumpsum,70032.65,pending,Karnataka
221,120841,10-01-2020,Redemption,95500.37,verified,Delhi
222,120841,10-01-2020,sip,70769.7,VERIFIED,Tamil Nadu
223,119551,10-01-2020,Lumpsum,99394.24,pending,West Bengal
224,120503,10-01-2020,lumpsum,68910.72,verified,Tamil Nadu
225,125497,10-01-2020,Lumpsum,3919.12,PENDING,Delhi
226,119092,10-01-2020,Lumpsum,82787.48,verified,Maharashtra
227,125497,10-01-2020,sip,28820.68,PENDING,Delhi
228,119551,10-01-2020,Redemption,44882.69,pending,Karnataka
229,118632,10-01-2020,sip,31553.15,pending,West Bengal
230,119092,10-01-2020,Redemption,27221.13,pending,West Bengal
231,119551,10-01-2020,lumpsum,43424.87,VERIFIED,Tamil Nadu
232,120503,10-01-2020,sip,38185.77,VERIFIED,Delhi
233,119092,10-01-2020,sip,63517.19,PENDING,Maharashtra
234,119092,10-01-2020,redemption,81408.54,verified,Karnataka
235,120841,10-01-2020,SIP,30060.32,PENDING,Tamil Nadu
236,118632,10-01-2020,sip,21765.25,verified,Delhi
237,119092,10-01-2020,redemption,66856.08,pending,Maharashtra
238,118632,10-01-2020,SIP,67196.85,verified,Delhi
239,119551,10-01-2020,Redemption,90162.56,VERIFIED,Maharashtra
240,120503,10-01-2020,Redemption,2086.6,verified,Delhi
241,120503,11-01-2020,Redemption,85377.55,verified,Delhi
242,119092,11-01-2020,redemption,52339.72,pending,Tamil Nadu
243,119092,11-01-2020,redemption,62319.56,pending,Delhi
244,119551,11-01-2020,SIP,9591.46,VERIFIED,Delhi
245,120841,11-01-2020,Redemption,43545.19,verified,Tamil Nadu
246,120841,11-01-2020,Lumpsum,23116.59,verified,Tamil Nadu
247,120841,11-01-2020,sip,25795.39,verified,West Bengal
248,118632,11-01-2020,redemption,50657.46,pending,West Bengal
249,120841,11-01-2020,redemption,81339.37,VERIFIED,Tamil Nadu
250,120503,11-01-2020,redemption,74506.2,verified,Karnataka
251,118632,11-01-2020,SIP,59304.5,verified,Maharashtra
252,119551,11-01-2020,Redemption,54172.11,verified,Tamil Nadu
253,120503,11-01-2020,Lumpsum,43016.95,verified,West Bengal
254,120503,11-01-2020,sip,97284.64,VERIFIED,Delhi
255,125497,11-01-2020,sip,56239.16,VERIFIED,Tamil Nadu
256,119551,11-01-2020,Redemption,25769.66,VERIFIED,Tamil Nadu
257,119551,11-01-2020,Lumpsum,23394.03,pending,West Bengal
258,125497,11-01-2020,SIP,61329.63,verified,West Bengal
259,118632,11-01-2020,redemption,52521.34,verified,Karnataka
260,120841,11-01-2020,redemption,1265.93,verified,West Bengal
261,120841,11-01-2020,Redemption,83091.5,verified,West Bengal
262,120841,11-01-2020,sip,70560.17,PENDING,West Bengal
263,120841,11-01-2020,redemption,66352.01,VERIFIED,Delhi
264,120841,11-01-2020,sip,7343.68,PENDING,Tamil Nadu
265,125497,12-01-2020,sip,36524.56,PENDING,Tamil Nadu
266,119551,12-01-2020,Redemption,93570.53,pending,West Bengal
267,118632,12-01-2020,lumpsum,86327.63,pending,Karnataka
268,120503,12-01-2020,lumpsum,28911.52,verified,West Bengal
269,120841,12-01-2020,lumpsum,16127.36,PENDING,Karnataka
270,125497,12-01-2020,Lumpsum,45184.25,PENDING,Tamil Nadu
271,118632,12-01-2020,Redemption,35905.12,VERIFIED,Karnataka
272,118632,12-01-2020,sip,68381.52,PENDING,Karnataka
273,118632,12-01-2020,redemption,96660.26,pending,Maharashtra
274,125497,12-01-2020,Lumpsum,36618.64,PENDING,Karnataka
275,120503,12-01-2020,lumpsum,6691.31,pending,Karnataka
276,120841,12-01-2020,SIP,89812.59,verified,Delhi
277,118632,12-01-2020,Lumpsum,4276.0,pending,Tamil Nadu
278,125497,12-01-2020,Lumpsum,95300.21,verified,West Bengal
279,119551,12-01-2020,Redemption,66625.65,VERIFIED,Maharashtra
280,125497,12-01-2020,redemption,94198.08,verified,Karnataka
281,125497,12-01-2020,Lumpsum,20366.14,PENDING,Delhi
282,125497,12-01-2020,redemption,4549.63,pending,Delhi
283,118632,12-01-2020,Redemption,49076.89,verified,West Bengal
284,125497,12-01-2020,SIP,45337.03,verified,West Bengal
285,119551,12-01-2020,sip,33483.48,verified,Tamil Nadu
286,118632,12-01-2020,sip,95786.82,verified,Karnataka
287,119551,12-01-2020,lumpsum,82347.08,verified,Delhi
288,119092,12-01-2020,lumpsum,66327.41,verified,Maharashtra
289,125497,13-01-2020,SIP,16704.4,pending,Tamil Nadu
290,120841,13-01-2020,sip,73565.18,PENDING,Karnataka
291,120841,13-01-2020,lumpsum,72837.74,PENDING,West Bengal
292,118632,13-01-2020,redemption,42794.28,verified,Karnataka
293,120841,13-01-2020,Lumpsum,92516.2,pending,West Bengal
294,118632,13-01-2020,Redemption,17114.3,verified,Karnataka
295,125497,13-01-2020,lumpsum,27100.09,VERIFIED,Maharashtra
296,120503,13-01-2020,SIP,6790.82,PENDING,Tamil Nadu
297,120503,13-01-2020,sip,79647.37,verified,West Bengal
298,119551,13-01-2020,SIP,62365.06,pending,Maharashtra
299,125497,13-01-2020,Redemption,31836.56,PENDING,Delhi
300,120841,13-01-2020,Redemption,16799.46,pending,Maharashtra
301,125497,13-01-2020,SIP,4494.7,VERIFIED,Maharashtra
302,119092,13-01-2020,lumpsum,17091.18,verified,Maharashtra
303,120503,13-01-2020,lumpsum,45601.82,VERIFIED,West Bengal
304,120841,13-01-2020,sip,25094.11,PENDING,Delhi
305,120503,13-01-2020,redemption,26268.73,verified,Tamil Nadu
306,125497,13-01-2020,sip,87619.85,PENDING,Maharashtra
307,120841,13-01-2020,Lumpsum,51756.2,verified,West Bengal
308,119551,13-01-2020,redemption,73060.57,pending,West Bengal
309,125497,13-01-2020,Lumpsum,4053.24,PENDING,Tamil Nadu
310,119551,13-01-2020,sip,36833.75,VERIFIED,Karnataka
311,120841,13-01-2020,redemption,48177.35,VERIFIED,Delhi
312,120503,13-01-2020,redemption,19048.48,pending,Delhi
313,119092,14-01-2020,Lumpsum,12459.06,pending,Maharashtra
314,118632,14-01-2020,SIP,87095.23,VERIFIED,Karnataka
315,120503,14-01-2020,lumpsum,93973.45,pending,Delhi
316,119551,14-01-2020,redemption,8341.27,verified,Maharashtra
317,125497,14-01-2020,redemption,35227.36,VERIFIED,Karnataka
318,120841,14-01-2020,Lumpsum,95849.42,PENDING,West Bengal
319,120503,14-01-2020,redemption,8774.59,VERIFIED,Maharashtra
320,119092,14-01-2020,Lumpsum,64542.32,pending,Karnataka
321,120841,14-01-2020,SIP,97236.03,verified,Tamil Nadu
322,119551,14-01-2020,redemption,97833.26,PENDING,Delhi
323,120841,14-01-2020,Redemption,47386.72,VERIFIED,Maharashtra
324,120841,14-01-2020,sip,16693.54,VERIFIED,West Bengal
325,125497,14-01-2020,SIP,20607.39,PENDING,Maharashtra
326,118632,14-01-2020,Redemption,89015.34,verified,Delhi
327,119551,14-01-2020,SIP,91212.46,pending,Delhi
328,125497,14-01-2020,lumpsum,60984.02,pending,Karnataka
329,118632,14-01-2020,SIP,76734.55,pending,West Bengal
330,125497,14-01-2020,SIP,74123.16,pending,Karnataka
331,118632,14-01-2020,lumpsum,66351.25,PENDING,West Bengal
332,118632,14-01-2020,redemption,82814.06,verified,Maharashtra
333,118632,14-01-2020,sip,68697.96,verified,Maharashtra
334,125497,14-01-2020,Redemption,53633.23,VERIFIED,Karnataka
335,120841,14-01-2020,Lumpsum,24077.16,VERIFIED,Tamil Nadu
336,118632,14-01-2020,sip,74516.87,verified,Delhi
337,120841,15-01-2020,SIP,47607.07,VERIFIED,Karnataka
338,119551,15-01-2020,Lumpsum,29831.77,verified,Karnataka
339,119092,15-01-2020,lumpsum,80293.65,PENDING,Maharashtra
340,120841,15-01-2020,sip,69823.0,PENDING,Delhi
341,119092,15-01-2020,redemption,93765.29,pending,Karnataka
342,118632,15-01-2020,Redemption,16961.44,verified,Maharashtra
343,119092,15-01-2020,sip,65094.33,PENDING,Maharashtra
344,119092,15-01-2020,sip,24801.83,verified,Karnataka
345,118632,15-01-2020,redemption,90406.51,VERIFIED,Karnataka
346,120841,15-01-2020,Lumpsum,10400.19,verified,Maharashtra
347,118632,15-01-2020,lumpsum,65788.1,pending,Karnataka
348,119551,15-01-2020,redemption,79213.03,pending,Delhi
349,120503,15-01-2020,lumpsum,35814.33,PENDING,Maharashtra
350,125497,15-01-2020,redemption,95436.74,VERIFIED,Maharashtra
351,118632,15-01-2020,sip,85147.7,VERIFIED,Karnataka
352,118632,15-01-2020,lumpsum,29814.52,verified,Karnataka
353,119092,15-01-2020,Lumpsum,1250.34,VERIFIED,Karnataka
354,119551,15-01-2020,Lumpsum,30017.39,pending,Delhi
355,119092,15-01-2020,Redemption,28490.39,PENDING,Maharashtra
356,120841,15-01-2020,lumpsum,89051.48,PENDING,Tamil Nadu
357,118632,15-01-2020,Redemption,96728.56,PENDING,Delhi
358,118632,15-01-2020,redemption,7508.78,VERIFIED,Delhi
359,119092,15-01-2020,SIP,47393.84,VERIFIED,Maharashtra
360,118632,15-01-2020,Lumpsum,55059.03,pending,Tamil Nadu
361,120841,16-01-2020,sip,9744.71,verified,Maharashtra
362,120503,16-01-2020,Lumpsum,38061.02,verified,Delhi
363,125497,16-01-2020,SIP,32049.7,PENDING,Karnataka
364,125497,16-01-2020,sip,53837.61,PENDING,Maharashtra
365,125497,16-01-2020,lumpsum,66288.49,VERIFIED,Maharashtra
366,120503,16-01-2020,lumpsum,70496.77,PENDING,Karnataka
367,118632,16-01-2020,Lumpsum,14107.12,pending,Tamil Nadu
368,119092,16-01-2020,sip,81388.3,pending,Tamil Nadu
369,119551,16-01-2020,redemption,68014.93,PENDING,Maharashtra
370,118632,16-01-2020,sip,88962.95,PENDING,Karnataka
371,120503,16-01-2020,Redemption,45208.94,PENDING,Maharashtra
372,120841,16-01-2020,SIP,89442.03,PENDING,Karnataka
373,120503,16-01-2020,lumpsum,86644.53,PENDING,Delhi
374,125497,16-01-2020,Lumpsum,44121.73,pending,Karnataka
375,118632,16-01-2020,sip,38423.76,verified,Maharashtra
376,125497,16-01-2020,lumpsum,93314.8,pending,West Bengal
377,119551,16-01-2020,Lumpsum,71658.89,pending,Tamil Nadu
378,120841,16-01-2020,lumpsum,92860.41,PENDING,Maharashtra
379,125497,16-01-2020,Lumpsum,79798.99,verified,Karnataka
380,119551,16-01-2020,lumpsum,61125.1,PENDING,Karnataka
381,120503,16-01-2020,redemption,12027.35,pending,Tamil Nadu
382,125497,16-01-2020,Redemption,29502.33,verified,Maharashtra
383,125497,16-01-2020,SIP,96899.82,VERIFIED,West Bengal
384,119092,16-01-2020,lumpsum,32282.5,PENDING,Delhi
385,120841,17-01-2020,SIP,9778.86,VERIFIED,West Bengal
386,120841,17-01-2020,lumpsum,70901.56,VERIFIED,Delhi
387,120503,17-01-2020,sip,73533.42,VERIFIED,Delhi
388,119092,17-01-2020,Redemption,28903.04,VERIFIED,Maharashtra
389,119551,17-01-2020,redemption,30118.36,verified,Delhi
390,119551,17-01-2020,Redemption,47154.85,PENDING,Karnataka
391,120503,17-01-2020,SIP,2668.0,verified,Delhi
392,120841,17-01-2020,sip,79037.64,PENDING,Delhi
393,119551,17-01-2020,Lumpsum,32050.33,PENDING,Tamil Nadu
394,120503,17-01-2020,Redemption,85449.43,PENDING,Tamil Nadu
395,119551,17-01-2020,redemption,80361.73,verified,Maharashtra
396,118632,17-01-2020,sip,66309.5,pending,Maharashtra
397,125497,17-01-2020,sip,32825.05,VERIFIED,Karnataka
398,120841,17-01-2020,SIP,51873.5,pending,Tamil Nadu
399,118632,17-01-2020,redemption,44760.51,pending,West Bengal
400,120503,17-01-2020,sip,34218.75,pending,Maharashtra
401,120503,17-01-2020,sip,84889.56,VERIFIED,Maharashtra
402,118632,17-01-2020,Lumpsum,48608.95,pending,Tamil Nadu
403,125497,17-01-2020,SIP,83355.95,VERIFIED,Tamil Nadu
404,125497,17-01-2020,SIP,10969.24,VERIFIED,Karnataka
405,119092,17-01-2020,redemption,14531.97,VERIFIED,Tamil Nadu
406,119551,17-01-2020,sip,97743.37,PENDING,Delhi
407,119092,17-01-2020,Lumpsum,58982.96,PENDING,West Bengal
408,125497,17-01-2020,lumpsum,51222.08,pending,Delhi
409,118632,18-01-2020,Redemption,52554.03,PENDING,Delhi
410,119551,18-01-2020,SIP,21919.24,VERIFIED,Delhi
411,118632,18-01-2020,Lumpsum,72011.04,PENDING,Maharashtra
412,119092,18-01-2020,redemption,8935.67,VERIFIED,Delhi
413,120503,18-01-2020,Lumpsum,57545.71,verified,Maharashtra
414,118632,18-01-2020,sip,57291.5,PENDING,Tamil Nadu
415,119092,18-01-2020,Redemption,91461.75,pending,West Bengal
416,119092,18-01-2020,SIP,52855.19,verified,West Bengal
417,119092,18-01-2020,lumpsum,14137.74,verified,Delhi
418,120503,18-01-2020,sip,57488.95,PENDING,West Bengal
419,120503,18-01-2020,SIP,9587.1,PENDING,Maharashtra
420,120503,18-01-2020,redemption,20777.49,pending,Tamil Nadu
421,119551,18-01-2020,SIP,3595.3,verified,Delhi
422,120503,18-01-2020,Lumpsum,51572.71,VERIFIED,Karnataka
423,120503,18-01-2020,Redemption,8911.0,PENDING,West Bengal
424,120503,18-01-2020,lumpsum,47204.74,verified,West Bengal
425,118632,18-01-2020,Redemption,93328.03,verified,Delhi
426,120503,18-01-2020,Lumpsum,72116.26,VERIFIED,West Bengal
427,119551,18-01-2020,lumpsum,8202.46,verified,West Bengal
